Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Absentee By Mail ICC - 1,15,16,0
Absentee By Mail ICC - 2,22,27,1
Absentee By Mail ICC - 3,24,26,0
Absentee By Mail ICC - 4,16,33,0
Absentee By Mail ICC - 5,24,24,0
Absentee By Mail ICC - 6,14,35,0
Absentee By Mail ICC - 7,2,3,0
AV-Elections Office ICP 1 - 0,2175,848,63
ED-Sumner ICP 1 - 0,280,36,10
ED-Isabella ICP 1 - 0,259,18,8
ED-Warwick ICP 1 - 0,274,65,12
ED-County Line ICP 1 - 0,196,18,8
ED-Minton ICP 1 - 0,341,18,11
ED-Sylvester East ICP 1 - 0,397,35,10
ED-Scooterville ICP 1 - 0,256,9,8
ED-Bridgeboro ICP 1 - 0,241,31,6
ED-Doles ICP 1 - 0,136,10,6
ED-Sylvester ICP 1 - 0,227,272,11
ED-Poulan ICP 1 - 0,265,31,4
ED-Red Rock ICP 1 - 0,317,45,7
Provisional ICC - 1,5,2,1
