Container,Batch Name,Number of Ballots
Absentee by Mail,ICC - Absentee by Mail - 1,50
Absentee by Mail,ICC - Absentee by Mail - 2,50
Absentee by Mail,ICC - Absentee by Mail - 3,50
Absentee by Mail,ICC - Absentee by Mail - 4,50
Absentee by Mail,ICC - Absentee by Mail - 5,1
Absentee by Mail,ICC - Absentee by Mail - 6,41
Advance Voting,AV-Elections Office - ICP 1 - 0,1136
Advance Voting,AV-Elections Office - ICP 2 - 0,777
Elections Day,ED-Courthouse Annex - ICP 2 - 0,608
Elections Day,ED-Courthouse Annex - ICP 1 - 0,430
Provisional,ICC - Provisional - 1,1
