Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee by Mail - 3,43,56
ICC-Absentee by Mail - 4,44,54
ICC-Absentee by Mail - 5,34,66
ICC-Absentee by Mail - 9,9,18
ICC-Absentee by Mail - 2,57,43
ICC-Absentee by Mail - 1,49,50
ICC-Absentee by Mail - 6,60,40
ICC-Absentee by Mail - 8,38,62
ICC-Absentee by Mail - 7,48,51
ICC-Absentee by Mail - 13,4,7
ICC-Absentee by Mail - 10,40,60
ICC-Absentee by Mail - 11,49,51
ICC-Absentee by Mail - 12,10,6
ICC-Absentee by Mail - 14,1,2
AV-Elections Office ICP 1 - 0,3666,2015
AV-Elections Office ICP 2 - 0,3921,2165
ED-Civic Center ICP 1 - 0,938,424
ED-Bishop ICP 1 - 0,572,133
ED-Marswood Hall ICP 1 - 0,708,258
ED-North Oconee ICP 1 - 0,663,196
ED-Bogart ICP 1 - 0,503,209
ED-City Hall ICP 1 - 0,536,283
ED-Colham Ferry ICP 1 - 0,605,158
ED-Dark Corner ICP 1 - 0,943,193
ICC-Provisional - 1,1,0
ICC-Absentee by Mail - 15,1,0
