Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee By Mail 3 - 1,58,41
ICC-Absentee By Mail 7 - 1,40,54
ICC-Absentee By Mail 3 - 2,36,69
ICC-Absentee By Mail 7 - 2,26,73
ICC-Absentee By Mail 3 - 3,21,70
ICC-Absentee By Mail 7 - 3,35,64
ICC-Absentee By Mail 3 - 4,48,73
ICC-Absentee By Mail 7 - 4,33,54
ICC-Absentee By Mail 3 - 5,22,76
ICC-Absentee By Mail 7 - 5,35,64
ICC-Absentee By Mail 3 - 6,13,79
ICC-Absentee By Mail 7 - 6,34,66
ICC-Absentee By Mail 3 - 7,30,69
ICC-Absentee By Mail 3 - 8,35,65
ICC-Absentee By Mail 7 - 7,20,77
ICC-Absentee By Mail 7 - 8,36,64
ICC-Absentee By Mail 3 - 9,42,56
ICC-Absentee By Mail 3 - 10,39,60
ICC-Absentee By Mail 3 - 11,40,60
ICC-Absentee By Mail 3 - 12,26,74
ICC-Absentee By Mail 3 - 13,31,68
ICC-Absentee By Mail 3 - 14,37,63
ICC-Absentee By Mail 3 - 15,30,53
ICC-Absentee By Mail 7 - 9,28,72
ICC-Absentee By Mail 7 - 10,37,72
ICC-Absentee By Mail 7 - 11,37,63
ICC-Absentee By Mail 7 - 12,19,71
ICC-Absentee By Mail 7 - 13,32,66
ICC-Absentee By Mail 7 - 14,26,72
ICC-Absentee By Mail 7 - 15,22,57
ICC-Absentee By Mail 3 - 16,29,63
ICC-Absentee By Mail 7 - 16,24,76
ICC-Absentee By Mail 3 - 17,29,70
ICC-Absentee By Mail 7 - 17,30,72
ICC-Absentee By Mail 3 - 18,17,84
ICC-Absentee By Mail 7 - 18,30,68
ICC-Absentee By Mail 3 - 19,22,46
ICC-Absentee By Mail 7 - 19,38,71
ICC-Absentee By Mail 3 - 20,27,63
ICC-Absentee By Mail 7 - 20,20,56
ICC-Absentee By Mail 7 - 21,19,73
ICC-Absentee By Mail 3 - 21,24,54
ICC-Absentee By Mail 7 - 22,29,70
ICC-Absentee By Mail 3 - 22,27,52
ICC-Absentee By Mail 7 - 23,50,45
ICC-Absentee By Mail 7 - 24,56,61
ICC-Absentee By Mail 3 - 23,42,44
ICC-Absentee By Mail 7 - 25,40,51
ICC-Absentee By Mail 3 - 24,40,60
ICC-Absentee By Mail 7 - 26,40,60
ICC-Absentee By Mail 3 - 25,22,38
ICC-Absentee By Mail 7 - 27,38,62
ICC-Absentee By Mail 3 - 26,36,55
ICC-Absentee By Mail 7 - 28,36,51
ICC-Absentee By Mail 3 - 27,34,65
ICC-Absentee By Mail 7 - 29,42,71
ICC-Absentee By Mail 3 - 28,43,62
ICC-Absentee By Mail 7 - 30,43,56
ICC-Absentee By Mail 3 - 29,52,48
ICC-Absentee By Mail 7 - 31,43,49
ICC-Absentee By Mail 3 - 30,26,52
ICC-Absentee By Mail 7 - 32,32,39
ICC-Absentee By Mail 3 - 31,40,63
ICC-Absentee By Mail 3 - 32,26,67
ICC-Absentee By Mail 7 - 33,53,51
ICC-Absentee By Mail 3 - 33,40,61
ICC-Absentee By Mail 7 - 34,34,46
ICC-Absentee By Mail 3 - 34,31,69
ICC-Absentee By Mail 7 - 35,22,51
ICC-Absentee By Mail 3 - 35,34,43
ICC-Absentee By Mail 7 - 36,22,55
ICC-Absentee By Mail 3 - 36,46,52
ICC-Absentee By Mail 7 - 37,43,56
ICC-Absentee By Mail 3 - 37,43,66
ICC-Absentee By Mail 3 - 38,33,40
ICC-Absentee By Mail 7 - 38,41,45
ICC-Absentee By Mail 7 - 39,51,49
ICC-Absentee By Mail 3 - 39,31,65
ICC-Absentee By Mail 3 - 40,19,47
ICC-Absentee By Mail 7 - 40,41,59
ICC-Absentee By Mail 7 - 41,30,70
ICC-Absentee By Mail 3 - 41,27,63
ICC-Absentee By Mail 7 - 42,22,65
ICC-Absentee By Mail 3 - 42,38,64
ICC-Absentee By Mail 3 - 43,30,64
ICC-Absentee By Mail 7 - 43,27,75
ICC-Absentee By Mail 7 - 44,37,70
ICC-Absentee By Mail 3 - 44,36,64
ICC-Absentee By Mail 3 - 45,31,69
ICC-Absentee By Mail 7 - 45,35,51
ICC-Absentee By Mail 7 - 46,27,51
ICC-Absentee By Mail 3 - 46,27,40
ICC-Absentee By Mail 7 - 47,40,60
ICC-Absentee By Mail 3 - 47,32,72
ICC-Absentee By Mail 7 - 48,36,63
ICC-Absentee By Mail 7 - 49,39,63
ICC-Absentee By Mail 7 - 50,26,74
ICC-Absentee By Mail 5 - 1,4,51
ICC-Absentee By Mail 7 - 51,24,78
ICC-Absentee By Mail 7 - 52,6,14
ICC-Absentee By Mail 7 - 53,16,56
ICC-Absentee By Mail 5 - 2,6,12
ICC-Absentee By Mail 7 - 54,33,68
ICC-Absentee By Mail 3 - 48,41,48
ICC-Absentee By Mail 7 - 55,28,60
ICC-Absentee By Mail 3 - 49,21,51
ICC-Absentee By Mail 3 - 50,26,57
ICC-Absentee By Mail 7 - 56,38,61
ICC-Absentee By Mail 3 - 51,37,59
ICC-Absentee By Mail 7 - 57,45,51
ICC-Absentee By Mail 3 - 52,36,45
ICC-Absentee By Mail 7 - 58,71,88
ICC-Absentee By Mail 7 - 59,42,58
ICC-Absentee By Mail 7 - 60,20,13
ICC-Absentee By Mail 3 - 53,38,67
ICC-Absentee By Mail 7 - 61,33,66
ICC-Absentee By Mail 3 - 54,29,70
ICC-Absentee By Mail 7 - 62,38,61
ICC-Absentee By Mail 3 - 55,51,81
ICC-Absentee By Mail 3 - 56,32,72
ICC-Absentee By Mail 3 - 57,36,73
ICC-Absentee By Mail 5 - 3,20,124
AV-Dacula ICP 1A 1-78 - 0,1559,2109
AV-Dacula ICP 2B 79-156 - 0,1360,1743
AV-Dacula ICP 1B 79-156 - 0,852,1012
AV-Dacula ICP 2A 1-78 - 0,1190,1449
AV-Board of VR-Elections ICP 1A 1-78 - 0,935,2867
AV-Board of VR-Elections ICP 2A 1-78 - 0,482,1833
AV-Board of VR-Elections ICP 1B 79-156 - 0,1158,4127
ICC-Absentee By Mail 3 - 58,45,77
AV-Board of VR-Elections ICP 2B 79-156 - 0,1161,4290
ICC-Absentee By Mail 3 - 59,35,52
ICC-Absentee By Mail 7 - 63,31,76
ICC-Absentee By Mail 3 - 60,49,63
ICC-Absentee By Mail 7 - 64,36,68
ICC-Absentee By Mail 3 - 61,20,67
ICC-Absentee By Mail 7 - 65,37,65
AV-Lenora Park Gym ICP 2A 1-78 - 0,935,4014
AV-Lenora Park Gym ICP 1B 79-156 - 0,541,2832
AV-Lenora Park Gym ICP 1A 1-78 - 0,623,2724
AV-Lenora Park Gym ICP 2B 79-156 - 0,512,2822
ICC-Absentee By Mail 3 - 62,34,65
ICC-Absentee By Mail 7 - 66,22,70
ICC-Absentee By Mail 3 - 63,36,54
ICC-Absentee By Mail 7 - 67,24,59
AV-Hudgens Art Center ICP 1A 1-78 - 0,411,1318
AV-Hudgens Art Center ICP 1B 79-156 - 0,895,2440
AV-Hudgens Art Center ICP 2B 79-156 - 0,509,1389
AV-Hudgens Art Center ICP 2A 1-78 - 0,227,597
ICC-Absentee By Mail 5 - 4,19,65
AV-Shorty Howell ICP 1B 79-156 - 0,739,2230
AV-Shorty Howell ICP 1A 1-78 - 0,507,1803
AV-Shorty Howell ICP 2A 1-78 - 0,574,1804
AV-Shorty Howell ICP 2B 79-156 - 0,357,1279
ICC-Absentee By Mail 5 - 5,8,10
AV-George Pierce Park ICP 1A 1-78 - 0,690,1037
AV-George Pierce Park ICP 2B 79-156 - 0,2830,3821
AV-George Pierce Park ICP 1B 79-156 - 0,2160,3014
AV-George Pierce Park ICP 2A 1-78 - 0,659,1049
ICC-Absentee By Mail 7 - 68,34,82
ICC-Absentee By Mail 3 - 64,44,73
ICC-Absentee By Mail 7 - 69,33,87
ICC-Absentee By Mail 3 - 65,40,76
ICC-Absentee By Mail 7 - 70,30,75
ICC-Absentee By Mail 3 - 66,29,50
ICC-Absentee By Mail 3 - 67,16,34
ICC-Absentee By Mail 7 - 71,5,35
ICC-Absentee By Mail 5 - 6,5,16
AV-Rhodes Jordan Park ICP 1A 1-78 - 0,691,2069
AV-Rhodes Jordan Park ICP 2A 1-78 - 0,416,1118
AV-Rhodes Jordan Park ICP 1B 79-156 - 0,788,2516
AV-Rhodes Jordan Park ICP 2B 79-156 - 0,928,2748
AV-Bogan Park ICP 1A 1-78 - 0,2403,2327
AV-Bogan Park ICP 2A 1-78 - 0,2402,2404
AV-Bogan Park ICP 2B 79-156 - 0,1107,1273
AV-Bogan Park ICP 1B 79-156 - 0,1194,1364
AV-Pickneyville ICP 1B 79-156 - 0,1077,1869
AV-Pickneyville ICP 1A 1-78 - 0,798,1713
AV-Mountain Park ICP 2B 79-156 - 0,418,772
AV-Mountain Park ICP 1A 1-78 - 0,1145,2553
AV-Mountain Park ICP 2A 1-78 - 0,1080,2447
AV-Pickneyville ICP 2B 79-156 - 0,623,1060
AV-Pickneyville ICP 2A 1-78 - 0,1100,2020
AV-Mountain Park ICP 1B 79-156 - 0,1086,1955
AV-Lucky Shoals Park ICP 1B 79-156 - 0,233,832
AV-Lucky Shoals Park ICP 2B 79-156 - 0,150,570
AV-Lucky Shoals Park ICP 2A 1-78 - 0,422,1743
AV-Lucky Shoals Park ICP 1A 1-78 - 0,432,2052
ICC-Absentee By Mail 7 - 72,5,22
ICC-Absentee By Mail 3 - 68,15,36
ICC-Absentee By Mail 3 - 69,10,40
ICC-Absentee By Mail 7 - 73,10,40
ED-057 Duluth D ICP2 - 0,240,353
ED-057 Duluth D ICP 1 - 0,94,155
ED-015 Lawrenceville A ICP 1 - 0,140,175
ED-015 Lawrenceville A ICP2 - 0,208,247
ED-096 Duluth G ICP 1 - 0,231,206
ED-096 Duluth G ICP2 - 0,55,55
ED-089 Sugar Hill E ICP2 - 0,242,149
ED-089 Sugar Hill E ICP 1 - 0,225,149
ED-151 Harbins C ICP 1 - 0,265,201
ED-151 Harbins C ICP2 - 0,260,204
ICC-Absentee By Mail 3 - 70,15,42
ED-090 Lawrenceville I ICP2 - 0,176,279
ED-090 Lawrenceville I ICP 1 - 0,59,119
ED-132 Lawrenceville K ICP 1 - 0,109,119
ED-132 Lawrenceville K ICP2 - 0,260,283
ED-107 Cates O ICP 1 - 0,248,210
ED-154 Pucketts D ICP 1 - 0,388,284
ED-102 Pucketts B ICP 1 - 0,319,131
ED-102 Pucketts B ICP2 - 0,168,77
ED-097 Goodwins E ICP 1 - 0,263,291
ED-097 Goodwins E ICP2 - 0,269,252
ED-130 Suwanee D ICP2 - 0,324,179
ED-130 Suwanee D ICP 1 - 0,408,248
ED-042 Lawrenceville C ICP 1 - 0,245,201
ED-042 Lawrenceville C ICP2 - 0,121,107
ED-014 Garners A ICP 1 - 0,241,225
ED-014 Garners A ICP2 - 0,220,179
ED-071 Lawrenceville F ICP2 - 0,121,268
ED-071 Lawrenceville F ICP 1 - 0,45,183
ED-020 Pinckneyville A ICP2 - 0,49,196
ED-020 Pinckneyville A ICP 1 - 0,49,186
ED-124 Goodwins G ICP2 - 0,94,183
ED-124 Goodwins G ICP 1 - 0,98,180
ED-106 Suwanee C ICP 1 - 0,271,276
ED-106 Suwanee C ICP2 - 0,235,258
ED-093 Cates M ICP 1 - 0,323,308
ED-093 Cates M ICP2 - 0,228,189
ED-110 Martins G ICP 1 - 0,86,172
ED-110 Martins G ICP2 - 0,74,154
ED-034 Berkshire F ICP2 - 0,37,53
ED-061 Lawrenceville E ICP2 - 0,132,129
ED-034 Berkshire F ICP 1 - 0,176,248
ED-061 Lawrenceville E ICP 1 - 0,148,113
ED-006 Goodwins A ICP2 - 0,197,245
ED-006 Goodwins A ICP 1 - 0,188,255
ED-067 Pucketts E ICP 1 - 0,157,155
ED-067 Pucketts E ICP2 - 0,322,360
ED-092 Berkshire J ICP 1 - 0,237,213
ED-017 Martins A ICP2 - 0,149,422
ED-092 Berkshire J ICP2 - 0,130,91
ED-072 Martins E ICP 1 - 0,91,610
ED-022 Pinckneyville C ICP 1 - 0,341,314
ED-073 Pinckneyville P ICP 1 - 0,219,248
ED-133 Harbins B ICP2 - 0,538,401
ED-121 Pinckneyville X ICP2 - 0,171,187
ED-121 Pinckneyville X ICP 1 - 0,193,164
ED-013 Duncans C ICP2 - 0,479,198
ED-135 Pucketts C ICP2 - 0,135,89
ED-135 Pucketts C ICP 1 - 0,317,169
ED-013 Duncans C ICP 1 - 0,125,55
ED-085 Lawrenceville H ICP2 - 0,196,202
ED-085 Lawrenceville H ICP 1 - 0,291,264
ED-004 Suwanee A ICP2 - 0,130,120
ED-004 Suwanee A ICP 1 - 0,80,99
ED-032 Berkshire D ICP2 - 0,162,220
ED-032 Berkshire D ICP 1 - 0,147,154
ED-025 Sugar Hill B ICP 1 - 0,305,229
ED-109 Berkshire M ICP 1 - 0,282,274
ED-025 Sugar Hill B ICP2 - 0,542,401
ED-068 Cates I ICP 1 - 0,303,353
ED-119 Berkshire O ICP2 - 0,208,174
ED-119 Berkshire O ICP 1 - 0,214,170
ED-068 Cates I ICP2 - 0,127,173
ED-036 Cates E ICP 1 - 0,232,205
ED-049 Garners C ICP 1 - 0,187,260
ED-036 Cates E ICP2 - 0,182,173
ED-118 Garners F ICP 1 - 0,208,210
ED-120 Berkshire P ICP 1 - 0,122,154
ED-062 Pinckneyville L ICP 1 - 0,99,58
ED-062 Pinckneyville L ICP2 - 0,374,215
ED-046 Cates F ICP 1 - 0,330,227
ED-031 Hog Mountain D ICP 1 - 0,201,146
ED-031 Hog Mountain D ICP2 - 0,206,142
ED-126 Pinckneyville A1 ICP 1 - 0,252,178
ED-126 Pinckneyville A1 ICP2 - 0,223,133
ED-005 Baycreek A ICP2 - 0,307,218
ED-065 Berkshire H ICP 1 - 0,123,193
ED-005 Baycreek A ICP 1 - 0,169,139
ED-069 Cates J ICP 1 - 0,158,251
ED-069 Cates J ICP2 - 0,195,215
ED-021 Pinckneyville B ICP2 - 0,136,323
ED-060 Lawrenceville D ICP2 - 0,55,185
ED-060 Lawrenceville D ICP 1 - 0,91,304
ED-053 Cates H ICP2 - 0,99,259
ED-053 Cates H ICP 1 - 0,116,261
ED-153 Lawrenceville N ICP2 - 0,92,106
ED-153 Lawrenceville N ICP 1 - 0,100,121
ED-051 Pinckneyville J ICP 1 - 0,46,196
ED-051 Pinckneyville J ICP2 - 0,10,75
ED-003 Dacula ICP2 - 0,297,337
ED-003 Dacula ICP 1 - 0,125,150
ED-111 Duluth H ICP 1 - 0,199,207
ED-111 Duluth H ICP2 - 0,82,76
ED-134 Baycreek F ICP 1 - 0,119,266
ED-134 Baycreek F ICP2 - 0,270,493
ED-010 Cates A ICP 1 - 0,124,61
ED-010 Cates A ICP2 - 0,204,126
ED-043 Martins D ICP 1 - 0,49,197
ED-043 Martins D ICP2 - 0,49,157
ED-033 Berkshire E ICP 1 - 0,290,234
ED-030 Cates C ICP2 - 0,142,238
