Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 9,25
Absentee by Mail,Absentee By Mail ICC - 11,25
Absentee by Mail,Absentee By Mail ICC - 12,2
Absentee by Mail,Absentee By Mail ICC - 10,5
Absentee by Mail,Absentee By Mail ICC - 8,25
Absentee by Mail,Absentee By Mail ICC - 4,25
Absentee by Mail,Absentee By Mail ICC - 3,25
Absentee by Mail,Absentee By Mail ICC - 7,25
Absentee by Mail,Absentee By Mail ICC - 6,25
Absentee by Mail,Absentee By Mail ICC - 5,25
Absentee by Mail,Absentee By Mail ICC - 1,25
Advance Voting,AV-Elections Office ICP 2 - 0,3978
Election Day,ED-Otter Creek-Patterson ICP 2 - 0,693
Election Day,ED-Blackshear ICP 2 - 0,889
Election Day,ED-Blackshear ICP 1 - 0,888
Provisional,Provisional ICC - 1,1
Absentee by Mail,Absentee By Mail ICC - 13,25
