Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Absentee By Mail ICC - 1,7,5,0
Absentee By Mail ICC - 2,8,12,1
Absentee By Mail ICC - 3,5,14,0
Absentee By Mail ICC - 4,8,12,0
Absentee By Mail ICC - 5,2,2,0
Absentee By Mail ICC - 6,6,13,0
Absentee By Mail ICC - 7,2,1,0
Absentee By Mail ICC - 8,9,11,0
Absentee By Mail ICC - 9,9,7,0
Absentee By Mail ICC - 10,11,14,0
Absentee By Mail ICC - 11,3,10,2
Absentee By Mail ICC - 12,4,3,0
Absentee By Mail ICC - 13,1,0,0
Absentee By Mail ICC - 14,8,15,0
Absentee By Mail ICC - 15,8,9,0
Absentee By Mail ICC - 16,10,14,1
Absentee By Mail ICC - 17,7,17,0
Absentee By Mail ICC - 18,5,7,0
Absentee By Mail ICC - 19,11,12,0
Absentee By Mail ICC - 20,6,3,1
Absentee By Mail ICC - 21,5,13,0
Absentee By Mail ICC - 22,16,2,0
Absentee By Mail ICC - 23,12,8,0
Absentee By Mail ICC - 24,4,3,0
Absentee By Mail ICC - 25,2,0,0
Absentee By Mail ICC - 26,7,12,0
Absentee By Mail ICC - 27,0,1,0
Absentee By Mail ICC - 28,1,1,0
Absentee By Mail ICC - 29,0,3,0
Absentee By Mail ICC - 30,1,5,0
Absentee By Mail ICC - 31,3,1,0
Absentee By Mail ICC - 32,2,4,0
Absentee By Mail ICC - 33,1,4,0
Absentee By Mail ICC - 34,0,1,0
Absentee By Mail ICC - 35,4,5,0
Absentee By Mail ICC - 36,0,2,0
Absentee By Mail ICC - 37,2,5,0
Absentee By Mail ICC - 38,0,2,0
Absentee By Mail ICC - 39,1,1,0
Absentee By Mail ICC - 40,1,1,0
Absentee By Mail ICC - 41,1,0,0
Absentee By Mail ICC - 42,0,1,0
Absentee By Mail ICC - 43,0,5,0
Absentee By Mail ICC - 44,1,0,0
Absentee By Mail ICC - 45,4,5,0
Absentee By Mail ICC - 46,17,6,0
Absentee By Mail ICC - 47,1,5,0
Absentee By Mail ICC - 48,4,5,1
Absentee By Mail ICC - 49,3,2,0
Absentee By Mail ICC - 50,4,2,0
Absentee By Mail ICC - 51,9,12,0
Absentee By Mail ICC - 52,2,13,0
Absentee By Mail ICC - 53,5,4,0
AV-Elections Office ICP 1 - 0,3052,1633,106
ED-Kendrick ICP 1 - 0,148,30,1
ED-Bainbridge-Fairgrounds ICP 1 - 0,330,254,12
ED-Mt. Pleasant ICP 1 - 0,189,14,6
ED-Bainbridge-Coliseum ICP 1 - 0,174,131,10
ED-Recovery ICP 1 - 0,216,18,13
ED-Kirbo Center ICP 1 - 0,360,133,15
ED-West Bainbridge ICP 1 - 0,187,103,10
ED-Brinson ICP 1 - 0,247,37,10
ED-Attapulgus ICP 1 - 0,182,197,9
ED-Climax ICP 1 - 0,257,40,8
Provisional ICC - 1,5,9,0
