Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office - ICP 1 - 0,2945
Elections Day,ED-3C ICP 1 - 0,333
Elections Day,ED-3A1 ICP 1 - 0,268
Elections Day,ED-1C ICP 1 - 0,264
Elections Day,ED-1B ICP 1 - 0,366
Elections Day,ED-4B ICP 1 - 0,370
Elections Day,ED-5B ICP 1 - 0,314
Elections Day,ED-4D ICP 1 - 0,383
Elections Day,ED-5A ICP 1 - 0,290
Absentee by Mail,ICC - Absentee by Mail - 1,20
Absentee by Mail,ICC - Absentee by Mail - 2,25
Absentee by Mail,ICC - Absentee by Mail - 3,25
Absentee by Mail,ICC - Absentee by Mail - 4,25
Absentee by Mail,ICC - Absentee by Mail - 5,25
Absentee by Mail,ICC - Absentee by Mail - 6,25
Absentee by Mail,ICC - Absentee by Mail - 7,25
Absentee by Mail,ICC - Absentee by Mail - 8,25
Absentee by Mail,ICC - Absentee by Mail - 9,25
Absentee by Mail,ICC - Absentee by Mail - 10,25
Absentee by Mail,ICC - Absentee by Mail - 11,25
Absentee by Mail,ICC - Absentee by Mail - 12,25
Absentee by Mail,ICC - Absentee by Mail - 13,25
Absentee by Mail,ICC - Absentee by Mail - 14,25
Absentee by Mail,ICC - Absentee by Mail - 15,25
Elections Day,ED-2  ICP 2 - 0,372
