Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee By Mail - 1,33,13,0
ICC-Absentee By Mail - 3,27,22,0
ICC-Absentee By Mail - 2,29,15,1
ICC-Absentee By Mail - 4,28,14,1
AV-Advance Voting Site ICP 1 - 0,2507,857,87
AV-Advance Voting Site ICP 2 - 0,2516,818,117
ICC-Absentee By Mail - 7,24,25,1
ICC-Absentee By Mail - 6,21,26,0
ICC-Absentee By Mail - 5,22,25,1
ICC-Absentee By Mail - 8,24,16,1
ICC-Absentee By Mail - 9,8,10,0
ED-Jenkinsburg ICP 1 - 0,318,85,19
ED-BCREC ICP 1 - 0,293,213,21
ED-Towaliga Bapt ICP 1 - 0,383,69,25
ED-Stark United Methodist ICP 1 - 0,504,26,29
ICC-Absentee By Mail - 11,1,1,0
ICC-Absentee By Mail - 10,10,10,0
ED-Rock Creek ICP 1 - 0,154,88,8
ICC-Absentee By Mail - 12,1,1,0
ICC-Absentee By Mail - 13,1,2,0
ICC-Provisional - 1,2,0,0
