Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail - 1,25,24,1
ICC - Absentee By Mail - 2,4,45,0
ICC - Absentee By Mail - 3,22,22,4
ICC - Absentee By Mail - 4,21,29,0
ICC - Absentee By Mail - 5,8,43,0
ICC - Absentee By Mail - 6,18,31,1
ICC - Absentee By Mail - 7,3,46,0
ICC - Absentee By Mail - 8,10,39,0
ICC - Absentee By Mail - 9,2,7,0
ICC - Absentee By Mail - 10,0,48,1
ICC - Absentee By Mail - 11,9,41,0
ICC - Absentee By Mail - 12,7,41,0
ICC - Absentee By Mail - 14,4,46,0
ICC - Absentee By Mail - 15,2,46,0
ICC - Absentee By Mail - 16,3,45,1
ICC - Absentee By Mail - 17,5,43,0
ICC - Absentee By Mail - 18,6,43,0
ICC - Absentee By Mail - 19,1,47,0
ICC - Absentee By Mail - 20,0,37,0
ICC - Absentee By Mail - 21,13,33,2
ICC - Absentee By Mail - 22,3,47,0
ICC - Absentee By Mail - 23,3,43,1
ICC - Absentee By Mail - 24,2,48,0
ICC - Absentee By Mail - 25,6,42,1
ICC - Absentee By Mail - 26,0,19,1
ICC - Absentee By Mail - 27,8,41,1
ICC - Absentee By Mail - 28,2,47,0
ICC - Absentee By Mail - 29,9,41,0
ICC - Absentee By Mail - 30,3,46,0
ICC - Absentee By Mail - 31,0,18,0
ICC - Absentee By Mail - 32,10,39,0
ICC - Absentee By Mail - 33,5,43,0
ICC - Absentee By Mail - 34,2,45,0
ICC - Absentee By Mail - 35,5,45,0
ICC - Absentee By Mail - 36,27,22,0
ICC - Absentee By Mail - 37,6,43,1
ICC - Absentee By Mail - 38,16,34,0
ICC - Absentee By Mail 3 - 1,25,24,1
ICC - Absentee By Mail - 39,17,30,3
ICC - Absentee By Mail 3 - 2,17,29,1
ICC - Absentee By Mail - 40,33,16,1
ICC - Absentee By Mail - 41,25,20,2
ICC - Absentee By Mail - 42,10,39,1
ICC - Absentee By Mail - 43,14,36,0
ICC - Absentee By Mail 3 - 3,3,46,0
ICC - Absentee By Mail - 44,5,45,0
ICC - Absentee By Mail 3 - 4,4,45,0
ICC - Absentee By Mail - 45,14,36,0
ICC - Absentee By Mail - 46,12,34,2
ICC - Absentee By Mail 3 - 5,7,40,0
ICC - Absentee By Mail - 47,3,47,0
ICC - Absentee By Mail 3 - 6,8,40,0
ICC - Absentee By Mail - 48,15,34,1
ICC - Absentee By Mail - 49,21,29,0
ICC - Absentee By Mail 3 - 7,4,43,1
ICC - Absentee By Mail - 50,28,22,0
ICC - Absentee By Mail 3 - 8,8,41,1
ICC - Absentee By Mail - 51,41,9,0
ICC - Absentee By Mail 3 - 9,15,35,0
ICC - Absentee By Mail 3 - 10,12,5,0
ICC - Absentee By Mail - 52,33,15,0
ICC - Absentee By Mail - 53,30,20,0
ICC - Absentee By Mail 3 - 11,17,32,1
ICC - Absentee By Mail 3 - 12,24,26,0
ICC - Absentee By Mail 3 - 13,21,28,1
ICC - Absentee By Mail - 54,30,19,1
ICC - Absentee By Mail - 55,23,26,0
ICC - Absentee By Mail 3 - 14,30,19,0
ICC - Absentee By Mail 3 - 15,26,24,0
ICC - Absentee By Mail - 56,32,16,0
ICC - Absentee By Mail 3 - 16,16,5,0
ICC - Absentee By Mail 3 - 17,19,30,0
ICC - Absentee By Mail 3 - 18,18,32,0
ICC - Absentee By Mail 3 - 19,22,25,3
ICC - Absentee By Mail 3 - 20,20,14,0
ICC - Absentee By Mail 3 - 21,16,31,2
ICC - Absentee By Mail 3 - 22,29,14,0
ICC - Absentee By Mail 3 - 23,22,26,0
ICC - Absentee By Mail 3 - 24,23,9,0
ICC - Absentee By Mail 3 - 25,21,26,0
ICC - Absentee By Mail - 57,3,47,0
ICC - Absentee By Mail - 58,11,35,0
ICC - Absentee By Mail 3 - 26,2,9,1
ICC - Absentee By Mail - 59,18,31,1
ICC - Absentee By Mail 3 - 27,25,22,1
ICC - Absentee By Mail 3 - 28,17,30,3
ICC - Absentee By Mail 3 - 29,1,9,1
ICC - Absentee By Mail 3 - 30,7,41,2
ICC - Absentee By Mail - 60,3,46,0
ICC - Absentee By Mail 3 - 31,10,15,0
ICC - Absentee By Mail - 61,5,48,0
ICC - Absentee By Mail 3 - 32,9,25,1
ICC - Absentee By Mail - 62,9,15,1
ICC - Absentee By Mail - 63,12,30,0
ICC - Absentee By Mail 3 - 33,8,42,0
ICC - Absentee By Mail - 64,7,43,1
ICC - Absentee By Mail 3 - 34,23,26,1
ICC - Absentee By Mail - 65,15,35,0
ICC - Absentee By Mail 3 - 35,4,36,0
ICC - Absentee By Mail 3 - 36,9,39,0
ICC - Absentee By Mail 3 - 37,7,24,0
ED - Rutland 1 ICP 2 - 0,608,212,22
ED - Rutland 1 ICP 1 - 0,608,211,18
ED - Rutland 2 ICP 2 - 0,406,139,18
AV - Theron Ussery Park ICP 1 - 0,2525,1164,87
AV - Elections Office ICP 1 - 0,1092,3006,54
AV - Elections Office ICP 3 - 0,1375,3729,74
AV - Elaine H. Lucas Senior Center  ICP 2 - 0,497,2127,24
AV - Elaine H. Lucas Senior Center  ICP 1 - 0,528,2091,30
AV- Theron Ussery Park ICP 2 - 0,2508,1180,69
AV - Elections Office ICP 2 - 0,1125,3175,69
ED - Vineville 3 ICP 2 - 0,26,178,1
ED - Vineville 3 ICP 1 - 0,15,187,4
ED - Warrior 2 ICP 1 - 0,337,76,11
ED - Warrior 2 ICP 2 - 0,461,116,12
ED - Godfrey 5 ICP 1 - 0,61,340,9
ED - Godfrey 5 ICP 2 - 0,54,297,6
ED - East Macon 2 ICP 1 - 0,25,214,4
ED - East Macon 4 ICP 2 - 0,25,185,0
ED - East Macon 4 ICP 1 - 0,17,185,5
ED - East Macon 2 ICP 2 - 0,18,223,1
ED - East Macon 5 ICP 2 - 0,77,170,6
ED - East Macon 5 ICP 1 - 0,76,163,10
ED - East Macon 3 ICP 1 - 0,86,144,10
ED - East Macon 3 ICP 2 - 0,120,229,12
ED - East Macon 1 ICP 2 - 0,4,106,0
ED - East Macon 1 ICP 1 - 0,7,102,1
ED - Howard 1 ICP 2 - 0,472,141,16
ED - Howard 1 ICP 1 - 0,191,54,5
ED - Howard 2 ICP 1 - 0,366,112,16
ED - Howard 2 ICP 2 - 0,384,86,10
ED - Howard 7 ICP 1 - 0,307,115,15
ED - Howard 7 ICP 2 - 0,322,106,11
ED - Hazzard 2 ICP 2 - 0,316,297,18
ED - Hazzard 2 ICP 1 - 0,289,206,16
ED - Hazzard 4 ICP 2 - 0,476,233,23
ED - Hazzard 4 ICP 1 - 0,488,186,18
ED - Howard 3 ICP 1 - 0,467,225,16
ED - Howard 3 ICP 2 - 0,474,285,19
ED - Vineville 4 ICP 1 - 0,62,259,5
ED - Vineville 4 ICP 2 - 0,61,263,5
ED - Rutland 2 ICP 1 - 0,401,113,23
ED - Vineville 6 ICP 2 - 0,207,134,11
ED - Vineville 6 ICP 1 - 0,235,114,9
ED - Vineville 1 ICP 2 - 0,161,163,15
ED - Vineville 1 ICP 1 - 0,153,166,17
ED - Vineville 2 ICP 2 - 0,73,110,7
ED - Vineville 2 ICP 1 - 0,70,132,7
ED - Godfrey 3 ICP 2 - 0,3,6,0
ED - Godfrey 3 ICP 1 - 0,45,302,9
ED - Godfrey 1 ICP 2 - 0,65,280,5
ED - Godfrey 1 ICP 1 - 0,55,264,9
ED - Godfrey 2 ICP 1 - 0,19,145,3
ED - Godfrey 2 ICP 2 - 0,16,66,0
ED - Godfrey 4 ICP 1 - 0,34,194,4
ED - Warrior 1 ICP 1 - 0,321,73,12
ED - Hazzard 1 ICP 1 - 0,53,324,11
