Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC-Absentee by Mail 1 - 1,53,27
ICC-Absentee by Mail 2 - 1,45,43
ICC-Absentee by Mail 1 - 2,31,19
ICC-Absentee by Mail 2 - 2,53,33
ICC-Absentee by Mail 1 - 3,51,42
ICC-Absentee by Mail 2 - 3,52,38
ICC-Absentee by Mail 2 - 4,24,16
ICC-Absentee by Mail 1 - 4,22,26
ICC-Absentee by Mail 1 - 5,35,28
ICC-Absentee by Mail 2 - 5,31,29
ICC-Absentee by Mail 1 - 6,32,26
ICC-Absentee by Mail 2 - 6,41,24
AV-Elections Office ICP 1 - 0,3794,1111
AV-Elections Office ICP 2 - 0,3364,938
AV-Elections Office ICP 3 - 0,3365,978
ICC-Absentee by Mail 1 - 7,33,16
ICC-Absentee by Mail 2 - 7,40,20
ICC-Absentee by Mail 1 - 8,20,31
ICC-Absentee by Mail 2 - 8,35,19
ICC-Absentee by Mail 1 - 9,30,27
ICC-Absentee by Mail 2 - 9,33,14
ICC-Absentee by Mail 2 - 10,6,9
ICC-Absentee by Mail 1 - 10,3,7
ICC-Absentee by Mail 1 - 11,7,6
ICC-Absentee by Mail 2 - 11,7,6
ICC-Absentee by Mail 1 - 12,3,3
ICC-Absentee by Mail 2 - 12,5,1
ED-South Jackson ICP 1 - 0,898,239
ED-South Jackson ICP 2 - 0,632,128
ED-Central Jackson ICP 1 - 0,608,155
ED-Central Jackson ICP 2 - 0,716,149
ED-Central Jackson ICP 3 - 0,727,169
ED-Central Jackson ICP 4 - 0,701,171
ED-North Jackson ICP 1 - 0,1303,291
ED-North Jackson ICP 2 - 0,1141,218
ED-West Jackson ICP 1 - 0,668,151
ED-West Jackson ICP 2 - 0,785,175
ED-West Jackson ICP 3 - 0,787,154
ED-West Jackson ICP 4 - 0,715,153
ED-West Jackson ICP 5 - 0,712,161
ICC-Provisional 1 - 1,5,3
