Container,Batch Name,Number of Ballots
Advance Voting,AV-Courthouse ICP 1 - 0,4269
Advance Voting,AV-Courthouse ICP 2 - 0,1048
Election Day,ED-Senior Center ICP 1 - 0,144
Election Day,ED-Senior Center ICP 2 - 0,943
Election Day,ED-Senior Center ICP 3 - 0,1436
Absentee by Mail,ICC-Absentee by Mail - 12,6
Absentee by Mail,ICC-Absentee by Mail - 2,50
Absentee by Mail,ICC-Absentee by Mail - 10,50
Absentee by Mail,ICC-Absentee by Mail - 11,22
Absentee by Mail,ICC-Absentee by Mail - 9,50
Absentee by Mail,ICC-Absentee by Mail - 3,50
Absentee by Mail,ICC-Absentee by Mail - 6,50
Absentee by Mail,ICC-Absentee by Mail - 4,50
Absentee by Mail,ICC-Absentee by Mail - 8,50
Absentee by Mail,ICC-Absentee by Mail - 7,50
Absentee by Mail,ICC-Absentee by Mail - 1,50
Absentee by Mail,ICC-Absentee by Mail - 5,50
Provisional,ICC-Provisional - 1,1
