Container,Batch Name,Number of Ballots
Advanced Voting,AV-Elections Office ICP 1 - 0,1198
Absentee by Mail,ICC-Absentee By Mail - 1,41
Absentee by Mail,ICC-Absentee By Mail - 2,40
Absentee by Mail,ICC-Absentee By Mail - 3,32
Absentee by Mail,ICC-Absentee By Mail - 4,40
Absentee by Mail,ICC-Absentee By Mail - 5,40
Election Day,ED-Midway ICP 1 - 0,231
Election Day,ED-Turkey Creek ICP 1 - 0,240
Election Day,ED-High Hill ICP 1 - 0,95
Election Day,ED-Ramah ICP 1 - 0,637
Election Day,ED-Irwinton ICP 1 - 0,229
Election Day,ED-Ivey ICP 1 - 0,362
Election Day,ED-Bloodworth ICP 1 - 0,222
Election Day,ED-Griffin ICP 1 - 0,106
Election Day,ED-Lord ICP 1 - 0,275
