Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC 1 - Absentee By Mail - 1,8,33,0
ICC 1 - Absentee By Mail - 2,2,15,1
ICC 1 - Absentee By Mail - 3,6,25,0
ICC 1 - Absentee By Mail - 4,1,16,0
ICC 3 - Absentee By Mail - 1,7,24,0
ICC 1 - Absentee By Mail - 5,0,11,0
ICC 2 - Absentee By Mail - 1,1,31,0
ICC 3 - Absentee By Mail - 2,2,30,0
ICC 1 - Absentee By Mail - 6,8,34,1
ICC 2 - Absentee By Mail - 2,9,23,0
ICC 1 - Absentee By Mail - 7,5,10,0
ICC 1 - Absentee By Mail - 8,6,14,0
ICC 2 - Absentee By Mail - 3,5,17,1
ICC 3 - Absentee By Mail - 3,2,31,0
ICC 1 - Absentee By Mail - 9,2,14,0
ICC 3 - Absentee By Mail - 4,7,15,0
ICC 1 - Absentee By Mail - 10,0,8,0
ICC 3 - Absentee By Mail - 5,4,17,1
ICC 3 - Absentee By Mail - 6,1,12,0
ICC 1 - Absentee By Mail - 11,5,22,0
ICC 3 - Absentee By Mail - 7,5,27,0
ICC 3 - Absentee By Mail - 8,2,20,1
ICC 1 - Absentee By Mail - 12,1,13,0
ICC 3 - Absentee By Mail - 9,1,19,0
ICC 1 - Absentee By Mail - 13,6,30,1
ICC 3 - Absentee By Mail - 10,4,20,0
ICC 3 - Absentee By Mail - 11,4,19,0
ICC 1 - Absentee By Mail - 14,2,31,1
ICC 3 - Absentee By Mail - 12,4,25,2
ICC 1 - Absentee By Mail - 15,5,29,0
ICC 3 - Absentee By Mail - 13,3,17,0
ICC 3 - Absentee By Mail - 14,0,32,0
ICC 1 - Absentee By Mail - 16,0,49,0
ICC 3 - Absentee By Mail - 15,1,24,2
ICC 3 - Absentee By Mail - 16,2,19,1
ICC 3 - Absentee By Mail - 17,6,47,0
ICC 1 - Absentee By Mail - 17,3,15,0
ICC 2 - Absentee By Mail - 4,1,24,0
ICC 3 - Absentee By Mail - 18,4,38,0
ICC 3 - Absentee By Mail - 19,1,17,0
ICC 1 - Absentee By Mail - 18,1,31,0
ICC 2 - Absentee By Mail - 5,6,18,0
ICC 2 - Absentee By Mail - 6,3,24,0
ICC 2 - Absentee By Mail - 7,2,7,0
ICC 2 - Absentee By Mail - 8,4,14,0
ICC 2 - Absentee By Mail - 9,1,20,0
ICC 2 - Absentee By Mail - 10,3,45,0
ICC 2 - Absentee By Mail - 11,9,21,1
ICC 2 - Absentee By Mail - 12,7,15,0
ICC 2 - Absentee By Mail - 13,13,35,1
ICC 2 - Absentee By Mail - 14,4,29,1
ICC 2 - Absentee By Mail - 15,2,12,0
ICC 2 - Absentee By Mail - 16,2,43,0
ICC 2 - Absentee By Mail - 17,0,12,0
ICC 2 - Absentee By Mail - 18,3,11,0
ICC 2 - Absentee By Mail - 19,9,29,0
ICC 2 - Absentee By Mail - 20,2,23,1
ICC 2 - Absentee By Mail - 21,5,9,0
ICC 2 - Absentee By Mail - 22,7,24,0
ICC 2 - Absentee By Mail - 23,7,24,1
ICC 2 - Absentee By Mail - 24,9,34,0
ICC 2 - Absentee By Mail - 25,15,34,0
ICC 2 - Absentee By Mail - 26,5,33,0
ICC 2 - Absentee By Mail - 27,6,43,0
ICC 2 - Absentee By Mail - 28,4,23,1
ICC 2 - Absentee By Mail - 29,0,25,0
ICC 2 - Absentee By Mail - 30,3,36,0
ICC 2 - Absentee By Mail - 31,2,27,3
ICC 2 - Absentee By Mail - 32,16,20,0
ICC 2 - Absentee By Mail - 33,0,15,0
ICC 2 - Absentee By Mail - 34,2,8,0
ICC 2 - Absentee By Mail - 35,3,19,0
ICC 2 - Absentee By Mail - 36,2,15,1
ICC 2 - Absentee By Mail - 37,3,12,1
ICC 2 - Absentee By Mail - 38,1,13,0
ICC 2 - Absentee By Mail - 39,2,12,0
ICC 2 - Absentee By Mail - 40,4,13,0
ICC 2 - Absentee By Mail - 41,1,16,0
ICC 2 - Absentee By Mail - 42,4,16,0
ICC 2 - Absentee By Mail - 43,2,12,0
ICC 2 - Absentee By Mail - 44,2,21,1
ICC 2 - Absentee By Mail - 45,3,16,0
ICC 2 - Absentee By Mail - 46,2,12,1
ICC 2 - Absentee By Mail - 47,1,11,0
ICC 2 - Absentee By Mail - 48,2,7,0
ICC 2 - Absentee By Mail - 49,0,8,0
ICC 2 - Absentee By Mail - 50,2,8,0
ICC 2 - Absentee By Mail - 51,2,18,0
ICC 2 - Absentee By Mail - 52,3,9,0
ICC 2 - Absentee By Mail - 53,3,8,0
ICC 2 - Absentee By Mail - 54,1,11,0
ICC 2 - Absentee By Mail - 55,4,9,0
ICC 2 - Absentee By Mail - 56,6,2,0
ICC 2 - Absentee By Mail - 57,2,12,0
ICC 2 - Absentee By Mail - 58,3,8,0
ICC 2 - Absentee By Mail - 59,0,9,0
ICC 2 - Absentee By Mail - 60,1,12,0
ICC 2 - Absentee By Mail - 61,2,11,0
ICC 2 - Absentee By Mail - 62,5,12,0
ICC 2 - Absentee By Mail - 63,4,16,1
ICC 2 - Absentee By Mail - 64,7,23,0
ICC 2 - Absentee By Mail - 65,7,20,0
ICC 2 - Absentee By Mail - 66,5,11,0
ICC 2 - Absentee By Mail - 67,1,18,1
ICC 2 - Absentee By Mail - 68,5,15,0
ICC 2 - Absentee By Mail - 69,6,12,1
ICC 2 - Absentee By Mail - 70,2,15,0
ICC 2 - Absentee By Mail - 71,1,14,0
ICC 2 - Absentee By Mail - 72,1,18,0
ICC 2 - Absentee By Mail - 73,4,18,0
ICC 2 - Absentee By Mail - 74,10,10,0
ICC 2 - Absentee By Mail - 75,4,11,0
ICC 2 - Absentee By Mail - 76,5,11,0
ICC 2 - Absentee By Mail - 77,4,10,0
ICC 2 - Absentee By Mail - 78,6,15,2
ICC 2 - Absentee By Mail - 79,1,14,2
ICC 2 - Absentee By Mail - 80,1,13,1
ICC 2 - Absentee By Mail - 81,3,13,0
ICC 2 - Absentee By Mail - 82,3,14,0
ICC 2 - Absentee By Mail - 83,2,14,0
ICC 1 - Absentee By Mail - 19,8,34,0
ICC 1 - Absentee By Mail - 20,13,34,2
ICC 1 - Absentee By Mail - 21,5,26,1
ICC 1 - Absentee By Mail - 22,1,9,0
ICC 1 - Absentee By Mail - 23,3,20,0
ICC 1 - Absentee By Mail - 24,6,23,1
ICC 1 - Absentee By Mail - 25,10,38,0
ICC 1 - Absentee By Mail - 26,8,11,0
ICC 1 - Absentee By Mail - 27,2,16,1
ICC 1 - Absentee By Mail - 28,6,26,0
ICC 1 - Absentee By Mail - 29,5,25,1
ICC 1 - Absentee By Mail - 30,0,21,0
ICC 1 - Absentee By Mail - 31,5,23,1
ICC 1 - Absentee By Mail - 32,0,22,0
ICC 1 - Absentee By Mail - 33,2,28,0
ICC 1 - Absentee By Mail - 34,11,21,0
ICC 1 - Absentee By Mail - 35,7,24,1
ICC 1 - Absentee By Mail - 36,3,31,0
ICC 1 - Absentee By Mail - 37,4,21,0
ICC 1 - Absentee By Mail - 38,2,32,1
ICC 1 - Absentee By Mail - 39,3,34,0
ICC 1 - Absentee By Mail - 40,2,16,0
ICC 1 - Absentee By Mail - 41,7,12,0
ICC 1 - Absentee By Mail - 42,5,18,0
ICC 1 - Absentee By Mail - 43,2,19,0
ICC 1 - Absentee By Mail - 44,2,21,0
ICC 1 - Absentee By Mail - 45,11,11,0
ICC 1 - Absentee By Mail - 46,6,14,0
ICC 1 - Absentee By Mail - 47,2,18,0
ICC 1 - Absentee By Mail - 48,5,19,0
ICC 1 - Absentee By Mail - 49,2,15,1
ICC 1 - Absentee By Mail - 50,1,17,0
ICC 1 - Absentee By Mail - 51,7,10,0
ICC 1 - Absentee By Mail - 52,5,23,0
ICC 1 - Absentee By Mail - 53,7,14,2
ICC 1 - Absentee By Mail - 54,3,17,0
ICC 1 - Absentee By Mail - 55,0,6,0
ICC 3 - Absentee By Mail - 20,5,17,0
ICC 3 - Absentee By Mail - 21,5,14,0
ICC 3 - Absentee By Mail - 22,1,13,0
ICC 3 - Absentee By Mail - 23,1,14,0
ICC 3 - Absentee By Mail - 24,1,18,0
ICC 3 - Absentee By Mail - 25,4,19,0
ICC 3 - Absentee By Mail - 26,3,14,1
ICC 3 - Absentee By Mail - 27,4,17,0
ICC 3 - Absentee By Mail - 28,1,8,0
ICC 3 - Absentee By Mail - 29,1,6,0
ICC 3 - Absentee By Mail - 30,1,12,0
ICC 3 - Absentee By Mail - 31,2,12,0
ICC 3 - Absentee By Mail - 32,2,15,0
ICC 3 - Absentee By Mail - 33,1,9,0
ICC 3 - Absentee By Mail - 34,4,9,0
ICC 3 - Absentee By Mail - 35,5,9,0
ICC 3 - Absentee By Mail - 36,0,11,0
ICC 3 - Absentee By Mail - 37,0,13,1
