Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
Absentee By Mail ICC 1 - 1,1,50
Absentee By Mail ICC 1 - 10,8,39
Absentee By Mail ICC 1 - 11,11,84
Absentee By Mail ICC 1 - 12,4,93
Absentee By Mail ICC 1 - 13,4,93
Absentee By Mail ICC 1 - 14,8,83
Absentee By Mail ICC 1 - 15,4,42
Absentee By Mail ICC 1 - 2,6,88
Absentee By Mail ICC 1 - 3,9,89
Absentee By Mail ICC 1 - 4,6,90
Absentee By Mail ICC 1 - 5,4,43
Absentee By Mail ICC 1 - 6,11,87
Absentee By Mail ICC 1 - 7,11,86
Absentee By Mail ICC 1 - 8,15,81
Absentee By Mail ICC 1 - 9,14,79
Absentee By Mail ICC 2 - 1,14,80
Absentee By Mail ICC 2 - 10,6,87
Absentee By Mail ICC 2 - 11,17,73
Absentee By Mail ICC 2 - 12,18,76
Absentee By Mail ICC 2 - 13,6,87
Absentee By Mail ICC 2 - 14,1,49
Absentee By Mail ICC 2 - 15,7,43
Absentee By Mail ICC 2 - 16,6,44
Absentee By Mail ICC 2 - 17,4,46
Absentee By Mail ICC 2 - 18,16,77
Absentee By Mail ICC 2 - 19,8,85
Absentee By Mail ICC 2 - 2,12,77
Absentee By Mail ICC 2 - 20,14,81
Absentee By Mail ICC 2 - 21,20,75
Absentee By Mail ICC 2 - 22,17,75
Absentee By Mail ICC 2 - 23,10,85
Absentee By Mail ICC 2 - 24,12,87
Absentee By Mail ICC 2 - 25,10,87
Absentee By Mail ICC 2 - 26,19,76
Absentee By Mail ICC 2 - 27,18,75
Absentee By Mail ICC 2 - 28,10,86
Absentee By Mail ICC 2 - 29,12,79
Absentee By Mail ICC 2 - 3,10,83
Absentee By Mail ICC 2 - 30,5,92
Absentee By Mail ICC 2 - 31,13,81
Absentee By Mail ICC 2 - 32,13,82
Absentee By Mail ICC 2 - 33,11,77
Absentee By Mail ICC 2 - 34,16,72
Absentee By Mail ICC 2 - 35,15,79
Absentee By Mail ICC 2 - 36,13,79
Absentee By Mail ICC 2 - 37,19,72
Absentee By Mail ICC 2 - 38,17,76
Absentee By Mail ICC 2 - 39,12,73
Absentee By Mail ICC 2 - 4,12,77
Absentee By Mail ICC 2 - 40,14,39
Absentee By Mail ICC 2 - 5,13,84
Absentee By Mail ICC 2 - 6,6,83
Absentee By Mail ICC 2 - 7,17,76
Absentee By Mail ICC 2 - 8,11,82
Absentee By Mail ICC 2 - 9,10,85
Absentee By Mail ICC 3 - 1,2,46
Absentee By Mail ICC 3 - 10,2,58
Absentee By Mail ICC 3 - 100,12,79
Absentee By Mail ICC 3 - 101,15,77
Absentee By Mail ICC 3 - 102,8,84
Absentee By Mail ICC 3 - 103,11,82
Absentee By Mail ICC 3 - 104,17,76
Absentee By Mail ICC 3 - 105,9,82
Absentee By Mail ICC 3 - 106,10,84
Absentee By Mail ICC 3 - 107,17,77
Absentee By Mail ICC 3 - 108,17,70
Absentee By Mail ICC 3 - 109,14,75
Absentee By Mail ICC 3 - 11,13,84
Absentee By Mail ICC 3 - 110,25,66
Absentee By Mail ICC 3 - 111,11,45
Absentee By Mail ICC 3 - 112,10,46
Absentee By Mail ICC 3 - 113,6,32
Absentee By Mail ICC 3 - 114,13,26
Absentee By Mail ICC 3 - 115,5,44
