Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,100
Absentee by Mail,Absentee By Mail ICC - 2,100
Absentee by Mail,Absentee By Mail ICC - 3,100
Absentee by Mail,Absentee By Mail ICC - 4,100
Absentee by Mail,Absentee By Mail ICC - 5,100
Absentee by Mail,Absentee By Mail ICC - 6,100
Absentee by Mail,Absentee By Mail ICC - 7,100
Absentee by Mail,Absentee By Mail ICC - 8,100
Absentee by Mail,Absentee By Mail ICC - 9,37
Absentee by Mail,Absentee By Mail ICC - 10,93
Advance Voting,AV-Elections Office ICP 1 - 0,6968
Advance Voting,AV-Elections Office ICP 2 - 0,1116
Absentee by Mail,Absentee By Mail ICC - 11,5
Election Day,ED-Tarboro ICP 1 - 0,378
Election Day,ED-Waverly ICP 1 - 0,641
Election Day,ED-Woodbine ICP 1 - 0,631
Election Day,ED-Harbor Worship Center ICP 1 - 0,679
Election Day,ED-Harriet's Bluff ICP 1 - 0,617
Election Day,ED-North Kingsland ICP 1 - 0,429
Election Day,ED-Kingsland ICP 1 - 0,339
Election Day,ED-East Kingsland ICP 1 - 0,1146
Election Day,ED-North St. Marys ICP 1 - 0,286
Election Day,ED-Agape Christian Fellowship ICP 1 - 0,1188
Election Day,ED-South St. Marys ICP 1 - 0,449
Election Day,ED-West St. Marys ICP 1 - 0,639
Absentee by Mail,Absentee By Mail ICC - 12,3
Provisional,Provisional ICC - 1,2
