Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC 1 - Absentee By Mail - 1,2,23
ICC 1 - Absentee By Mail - 2,3,22
ICC 1 - Absentee By Mail - 3,2,23
ICC 1 - Absentee By Mail - 4,4,21
ICC 1 - Absentee By Mail - 5,3,22
ICC 1 - Absentee By Mail - 6,5,20
ICC 1 - Absentee By Mail - 7,5,20
ICC 1 - Absentee By Mail - 8,3,22
ICC 1 - Absentee By Mail - 9,5,20
ICC 1 - Absentee By Mail - 10,3,22
ICC 1 - Absentee By Mail - 11,6,31
ICC 1 - Absentee By Mail - 12,4,21
ICC 1 - Absentee By Mail - 13,0,25
ICC 1 - Absentee By Mail - 14,0,6
ICC 1 - Absentee By Mail - 15,0,25
ICC 1 - Absentee By Mail - 16,1,24
ICC 1 - Absentee By Mail - 17,1,24
ICC 1 - Absentee By Mail - 18,5,20
ICC 1 - Absentee By Mail - 19,1,24
ICC 1 - Absentee By Mail - 20,6,19
ICC 1 - Absentee By Mail - 21,1,24
ICC 1 - Absentee By Mail - 22,1,24
ICC 1 - Absentee By Mail - 23,1,24
ICC 1 - Absentee By Mail - 24,1,24
ICC 1 - Absentee By Mail - 25,3,22
ICC 1 - Absentee By Mail - 26,5,20
ICC 1 - Absentee By Mail - 27,11,14
ICC 1 - Absentee By Mail - 28,4,21
ICC 1 - Absentee By Mail - 29,1,24
ICC 1 - Absentee By Mail - 30,5,20
ICC 1 - Absentee By Mail - 31,2,23
ICC 1 - Absentee By Mail - 32,2,23
ICC 1 - Absentee By Mail - 33,5,20
ICC 1 - Absentee By Mail - 34,6,19
ICC 1 - Absentee By Mail - 35,1,24
ICC 1 - Absentee By Mail - 36,1,24
ICC 1 - Absentee By Mail - 37,0,25
ICC 1 - Absentee By Mail - 38,2,23
ICC 1 - Absentee By Mail - 39,3,22
ICC 1 - Absentee By Mail - 40,9,16
ICC 1 - Absentee By Mail - 41,5,20
ICC 1 - Absentee By Mail - 42,10,15
ICC 1 - Absentee By Mail - 43,4,20
ICC 1 - Absentee By Mail - 44,1,24
ICC 1 - Absentee By Mail - 45,7,18
ICC 1 - Absentee By Mail - 46,0,25
ICC 1 - Absentee By Mail - 47,6,19
ICC 1 - Absentee By Mail - 48,4,21
ICC 1 - Absentee By Mail - 49,2,23
ICC 1 - Absentee By Mail - 50,4,21
ICC 1 - Absentee By Mail - 51,1,24
ICC 1 - Absentee By Mail - 52,10,15
ICC 1 - Absentee By Mail - 53,3,6
ICC 1 - Absentee By Mail - 54,3,22
ICC 1 - Absentee By Mail - 55,0,25
ICC 1 - Absentee By Mail - 56,6,19
ICC 1 - Absentee By Mail - 57,6,19
ICC 1 - Absentee By Mail - 58,9,15
ICC 1 - Absentee By Mail - 59,6,17
ICC 1 - Absentee By Mail - 60,6,17
ICC 1 - Absentee By Mail - 61,3,21
ICC 1 - Absentee By Mail - 62,2,21
ICC 1 - Absentee By Mail - 63,2,21
ICC 1 - Absentee By Mail - 64,4,21
ICC 1 - Absentee By Mail - 65,8,17
ICC 1 - Absentee By Mail - 66,7,18
ICC 1 - Absentee By Mail - 67,0,25
ICC 1 - Absentee By Mail - 68,1,24
ICC 1 - Absentee By Mail - 69,4,13
ICC 1 - Absentee By Mail - 70,6,19
ICC 1 - Absentee By Mail - 71,6,19
ICC 1 - Absentee By Mail - 72,9,16
ICC 1 - Absentee By Mail - 73,9,16
ICC 1 - Absentee By Mail - 74,4,21
ICC 1 - Absentee By Mail - 75,0,25
ICC 1 - Absentee By Mail - 76,3,22
ICC 1 - Absentee By Mail - 77,3,22
ICC 1 - Absentee By Mail - 78,5,20
ICC 1 - Absentee By Mail - 79,2,23
ICC 1 - Absentee By Mail - 80,3,22
ICC 1 - Absentee By Mail - 81,4,21
ICC 1 - Absentee By Mail - 82,3,22
ICC 1 - Absentee By Mail - 83,2,23
ICC 1 - Absentee By Mail - 84,5,20
ICC 1 - Absentee By Mail - 85,2,44
ICC 1 - Absentee By Mail - 86,4,21
ICC 1 - Absentee By Mail - 87,2,23
ICC 1 - Absentee By Mail - 88,6,19
ICC 1 - Absentee By Mail - 89,2,22
ICC 1 - Absentee By Mail - 90,0,4
ICC 1 - Absentee By Mail - 91,4,19
ICC 1 - Absentee By Mail - 92,2,23
ICC 1 - Absentee By Mail - 93,0,25
ICC 1 - Absentee By Mail - 94,2,23
ICC 1 - Absentee By Mail - 95,0,19
ICC 1 - Absentee By Mail - 96,4,24
ICC 1 - Absentee By Mail - 97,0,21
ICC 1 - Absentee By Mail - 98,5,20
ICC 1 - Absentee By Mail - 99,4,21
ICC 1 - Absentee By Mail - 100,6,18
ICC 1 - Absentee By Mail - 101,7,18
ICC 1 - Absentee By Mail - 102,4,21
ICC 1 - Absentee By Mail - 103,5,20
ICC 1 - Absentee By Mail - 104,4,21
ICC 1 - Absentee By Mail - 105,5,20
ICC 1 - Absentee By Mail - 106,0,14
ICC 1 - Absentee By Mail - 107,0,5
ICC 1 - Absentee By Mail - 108,0,15
ICC 1 - Absentee By Mail - 109,4,11
ICC 1 - Absentee By Mail - 110,0,10
ICC 1 - Absentee By Mail - 111,1,9
ICC 1 - Absentee By Mail - 112,7,18
ICC 1 - Absentee By Mail - 113,0,7
ICC 1 - Absentee By Mail - 114,7,18
ICC 1 - Absentee By Mail - 115,5,20
ICC 1 - Absentee By Mail - 116,6,19
ICC 1 - Absentee By Mail - 117,7,18
ICC 1 - Absentee By Mail - 118,3,20
ICC 1 - Absentee By Mail - 119,3,19
ICC 1 - Absentee By Mail - 120,1,8
ICC 1 - Absentee By Mail - 121,9,16
ICC 1 - Absentee By Mail - 122,6,19
ICC 1 - Absentee By Mail - 123,4,21
ICC 1 - Absentee By Mail - 124,2,23
ICC 1 - Absentee By Mail - 125,5,20
ICC 1 - Absentee By Mail - 126,1,24
ICC 1 - Absentee By Mail - 127,9,16
ICC 1 - Absentee By Mail - 128,0,25
ICC 1 - Absentee By Mail - 129,4,21
ICC 1 - Absentee By Mail - 130,2,23
ICC 1 - Absentee By Mail - 131,2,1
ICC 1 - Absentee By Mail - 132,1,3
ICC 1 - Absentee By Mail - 133,0,4
ICC 1 - Absentee By Mail - 134,0,10
ICC 1 - Absentee By Mail - 135,1,14
AV-Rhodenizer Rec Center ICP - 0,506,6985
ICC 1 - Absentee By Mail - 136,0,1
AV-Morrow Muni Complex ICP - 0,856,4768
AV-Gray Rec Center ICP - 0,190,5253
ICC 1 - Absentee By Mail - 137,0,15
AV-Gray Rec Center ICP 2 - 0,136,3043
AV-Elections Main Office ICP - 0,218,1107
ICC 1 - Absentee By Mail - 138,4,11
ICC 1 - Absentee By Mail - 139,0,12
AV-Elections Main Office ICP 3 - 0,228,2534
AV-Forest Park Senior Center ICP - 0,353,3300
ICC 1 - Absentee By Mail - 140,2,13
AV-Elections Main Office ICP 2 - 0,417,3538
ICC 1 - Absentee By Mail - 141,1,14
ICC 1 - Absentee By Mail - 142,2,13
AV-So Clayton Rec Center ICP - 0,710,6495
ED-Morrow 11 ICP 1 - 0,52,292
ED-Morrow 9 ICP 1 - 0,27,171
ED-Forest Park 6 ICP 1 - 0,52,170
ED-Jonesboro 16 ICP 1 - 0,50,408
ED-Jonesboro 2 ICP 1 - 0,11,271
ED-Jonesboro 10 ICP 1 - 0,50,409
ED-Forest Park 3 ICP 1 - 0,54,247
ED-Morrow 8 ICP 1 - 0,37,411
ED-Lovejoy 1 ICP 1 - 0,91,745
ED-Jonesboro 8 ICP 1 - 0,44,550
ED-Jonesboro 19 ICP 1 - 0,36,443
