Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail - 1,13,36,1
ICC - Absentee By Mail - 2,11,14,0
ICC - Absentee By Mail - 3,11,39,0
ICC - Absentee By Mail - 4,20,30,0
ICC - Absentee By Mail - 5,12,36,0
ICC - Absentee By Mail - 6,19,30,0
ICC - Absentee By Mail - 7,14,32,3
ICC - Absentee By Mail - 8,11,39,0
ICC - Absentee By Mail - 9,15,33,2
ICC - Absentee By Mail - 10,18,36,0
ICC - Absentee By Mail - 11,15,33,1
ICC - Absentee By Mail - 12,18,32,0
ICC - Absentee By Mail - 13,16,34,0
ICC - Absentee By Mail - 14,14,35,1
ICC - Absentee By Mail - 15,18,31,0
ICC - Absentee By Mail - 16,20,26,2
ICC - Absentee By Mail - 17,15,32,1
ICC - Absentee By Mail - 18,9,41,0
ICC - Absentee By Mail - 19,24,23,0
ICC - Absentee By Mail - 20,11,38,1
ICC - Absentee By Mail - 21,6,43,1
ICC - Absentee By Mail - 22,10,35,3
ICC - Absentee By Mail - 23,17,31,0
ICC - Absentee By Mail - 24,14,34,1
ICC - Absentee By Mail - 25,10,38,1
ICC - Absentee By Mail - 26,12,36,2
ICC - Absentee By Mail - 27,11,39,0
ICC - Absentee By Mail - 28,18,32,0
ICC - Absentee By Mail - 29,22,27,0
ICC - Absentee By Mail - 30,9,41,0
ICC - Absentee By Mail - 31,13,35,2
ICC - Absentee By Mail - 32,14,36,0
ICC - Absentee By Mail - 33,18,37,3
ICC - Absentee By Mail - 34,15,35,0
ICC - Absentee By Mail - 35,13,37,0
ICC - Absentee By Mail - 36,11,31,0
ICC - Absentee By Mail - 37,16,33,0
ICC - Absentee By Mail - 38,18,39,2
ICC - Absentee By Mail - 39,13,37,0
ICC - Absentee By Mail - 40,15,34,0
ICC - Absentee By Mail - 41,14,36,0
ICC - Absentee By Mail - 42,14,36,0
ICC - Absentee By Mail - 43,13,37,0
ICC - Absentee By Mail - 44,13,35,2
