Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
Absentee By Mail ICC - 1,5,45,0
Absentee By Mail ICC - 2,21,24,2
Absentee By Mail ICC - 3,27,23,0
Absentee By Mail ICC - 4,22,26,1
Absentee By Mail ICC - 5,30,18,0
Absentee By Mail ICC - 6,26,23,1
Absentee By Mail ICC - 7,40,10,0
Absentee By Mail ICC - 8,30,19,1
Absentee By Mail ICC - 9,33,16,1
Absentee By Mail ICC - 10,30,14,2
Absentee By Mail ICC - 11,12,34,0
Absentee By Mail ICC - 12,38,10,1
Absentee By Mail ICC - 13,14,36,0
Absentee By Mail ICC - 14,22,27,0
AV-Admin Bldg ICP 1 - 0,848,275,50
AV-Elections Office ICP 1 - 0,3020,1409,126
Absentee By Mail ICC - 15,2,0,0
ED-400 - Second Baptist Church ICP 1 - 0,576,51,26
ED-300 - Ware BoE Transportation ICP 1 - 0,516,90,16
ED-408 - Millwood Baptist Church ICP 1 - 0,222,5,6
ED-304 - Ware BoE Learning Center ICP 1 - 0,179,18,7
ED-100-200B - City Auditorium ICP 1 - 0,204,285,11
ED-409 - Waresboro Church of God ICP 1 - 0,310,14,6
ED-406 - Jamestown Baptist Church ICP 1 - 0,415,19,14
ED-404 - Bickley UM Church ICP 1 - 0,164,10,7
ED-200A - Memorial Stadium ICP 1 - 0,343,108,24
ED-407 - Manor Commmunity Center ICP 1 - 0,242,8,5
ED-405 - Haywood Baptist Church ICP 1 - 0,237,4,7
Absentee By Mail ICC - 16,2,4,0
Provisional ICC - 1,3,0,0
