Container,Batch Name,Number of Ballots
Advance Voting,AV-Elections Office ICP 2 - 0,1833
Advance Voting,AV-Elections Office ICP 1 - 0,3358
Absentee by Mail,ICC-Absentee by Mail - 1,61
Absentee by Mail,ICC-Absentee by Mail - 2,88
Absentee by Mail,ICC-Absentee by Mail - 3,50
Absentee by Mail,ICC-Absentee by Mail - 4,50
Absentee by Mail,ICC-Absentee by Mail - 5,67
Absentee by Mail,ICC-Absentee by Mail - 6,61
Absentee by Mail,ICC-Absentee by Mail - 7,8
Election Day,ED-Rec Dept ICP 1 - 0,452
Election Day,ED-DFACS ICP 1 - 0,661
Election Day,ED-Buckhead ICP 1 - 0,939
Election Day,ED-Gibbs ICP 1 - 0,949
Election Day,ED-Centennial ICP 1 - 0,924
Absentee by Mail,ICC-Absentee by Mail - 8,3
Provisional,ICC-Provisional - 1,5
