Container,Batch Name,Number of Ballots
Absentee by Mail,ICC - Absentee By Mail - 1,50
Absentee by Mail,ICC - Absentee By Mail - 2,50
Absentee by Mail,ICC - Absentee By Mail - 3,50
Absentee by Mail,ICC - Absentee By Mail - 4,50
Absentee by Mail,ICC - Absentee By Mail - 5,4
Advanced Voting,AV-Elections Office ICP 1 - 0,493
Advanced Voting,AV-Elections Office ICP 2 - 0,492
Election Day,ED-Junction City ICP 1 - 0,117
Election Day,ED-Talbotton ICP 2 - 0,67
Election Day,ED-Box Springs ICP 1 - 0,183
Election Day,ED-ONeal ICP 1 - 0,154
Election Day,ED-Valley ICP 2 - 0,23
Election Day,ED-Geneva ICP 1 - 0,166
Election Day,ED-Flint Hill ICP 1 - 0,123
Election Day,ED-Talbotton ICP 1 - 0,175
Election Day,ED-Flint Hill ICP 2 - 0,239
Election Day,ED-Valley ICP 1 - 0,241
