Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ED-Darien ICP 1 - 0,232,93,12
ED-North Darien ICP 1 - 0,300,96,22
AV-Elections Office - ICP 1 - 0,2052,1073,86
ED-Crescent ICP 1 - 0,151,217,10
ED-South Newport ICP 1 - 0,533,71,29
ED-Spaelo Island ICP 1 - 0,6,15,0
ICC - Absentee by Mail - 1,29,19,2
ICC - Absentee by Mail - 2,13,12,3
ICC - Absentee by Mail - 3,5,45,0
ICC - Absentee by Mail - 4,3,28,0
ICC - Absentee by Mail - 5,32,16,0
ICC - Absentee by Mail - 6,14,35,1
ICC - Absentee by Mail - 7,7,3,0
ICC - Absentee by Mail - 8,32,16,2
ICC - Absentee by Mail - 9,5,10,0
ICC - Absentee by Mail - 10,30,20,0
ICC - Absentee by Mail - 11,0,3,0
ICC - Absentee by Mail - 12,1,6,0
ICC - Provisional - 1,0,1,0
