Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC - Absentee By Mail - 3,1,1
ICC - Absentee By Mail - 1,25,21
ICC - Absentee By Mail - 4,4,7
ICC - Absentee By Mail - 2,14,23
ICC - Absentee By Mail - 6,11,5
ICC - Absentee By Mail - 5,25,19
ICC - Absentee By Mail - 7,20,12
ICC - Absentee By Mail - 8,12,16
ICC - Absentee By Mail - 9,2,5
ICC - Absentee By Mail - 12,11,9
ICC - Absentee By Mail - 11,23,26
ICC - Absentee By Mail - 10,8,19
ICC - Absentee By Mail - 13,21,28
ICC - Absentee By Mail - 17,13,11
ICC - Absentee By Mail - 16,16,4
ICC - Absentee By Mail - 15,18,5
ICC - Absentee By Mail - 14,31,19
ICC - Absentee By Mail - 18,6,1
ICC - Absentee By Mail - 27,0,3
ICC - Absentee By Mail - 19,20,24
ICC - Absentee By Mail - 28,0,1
ICC - Absentee By Mail - 29,5,1
ICC - Absentee By Mail - 30,2,2
ICC - Absentee By Mail - 26,0,1
ICC - Absentee By Mail - 25,21,15
ICC - Absentee By Mail - 24,13,20
ICC - Absentee By Mail - 20,7,4
ICC - Absentee By Mail - 21,11,1
ICC - Absentee By Mail - 22,15,16
ICC - Absentee By Mail - 23,15,14
ICC - Absentee By Mail - 31,6,9
ICC - Absentee By Mail - 43,1,3
ICC - Absentee By Mail - 32,21,17
ICC - Absentee By Mail - 42,12,16
ICC - Absentee By Mail - 44,4,1
ICC - Absentee By Mail - 45,3,2
ICC - Absentee By Mail - 46,7,3
ICC - Absentee By Mail - 48,3,0
ICC - Absentee By Mail - 47,21,17
ICC - Absentee By Mail - 41,3,9
ICC - Absentee By Mail - 40,3,5
ICC - Absentee By Mail - 34,6,10
ICC - Absentee By Mail - 33,8,4
ICC - Absentee By Mail - 35,10,27
ICC - Absentee By Mail - 36,8,0
ICC - Absentee By Mail - 37,2,0
ICC - Absentee By Mail - 39,0,1
ICC - Absentee By Mail - 38,1,4
ICC - Absentee By Mail - 49,4,2
ICC - Absentee By Mail - 53,4,2
ICC - Absentee By Mail - 60,18,15
ICC - Absentee By Mail - 52,2,4
ICC - Absentee By Mail - 51,1,5
ICC - Absentee By Mail - 54,2,4
ICC - Absentee By Mail - 55,5,17
ICC - Absentee By Mail - 56,4,4
ICC - Absentee By Mail - 59,20,12
ICC - Absentee By Mail - 58,1,0
ICC - Absentee By Mail - 57,2,4
ICC - Absentee By Mail - 50,6,10
ICC - Absentee By Mail - 61,20,26
ICC - Absentee By Mail - 63,25,20
ICC - Absentee By Mail - 62,19,16
ICC - Absentee By Mail - 64,26,15
ICC - Absentee By Mail - 65,1,0
ED-West Lindale ICP 1 - 0,695,166
ED-South Rome ICP 1 - 0,65,252
ED-Fosters Mill ICP 1 - 0,392,38
ED-East Rome ICP 1 - 0,480,357
ED-Town Rome ICP 1 - 0,359,267
ED-North Rome ICP 1 - 0,379,281
ED-Etowah ICP 1 - 0,1190,215
ED-Chulio ICP 1 - 0,408,60
ED-Glenwood ICP 1 - 0,773,201
ED-Vanns Valley ICP 1 - 0,197,47
ED-Alto Park ICP 1 - 0,700,193
ED-Riverside ICP 1 - 0,240,82
ED-Mt Alto North ICP 1 - 0,456,357
ED-Garden Lakes ICP 1 - 0,314,115
ED-North Carolina ICP 1 - 0,447,80
ED-Cave Spring ICP 1 - 0,546,114
ED-Everett Springs ICP 1 - 0,168,28
ED-Watters ICP 1 - 0,1000,145
ED-Texas Valley ICP 1 - 0,312,52
ED-Barkers ICP 1 - 0,646,75
ED-Howell ICP 1 - 0,591,58
ED-Floyd Springs ICP 1 - 0,677,61
ED-Armuchee ICP 1 - 0,465,78
ED-Mt Alto South ICP 1 - 0,570,374
ICC - Absentee By Mail - 66,6,14
ED-East Lindale ICP 1 - 0,741,156
AV-Site 1 ICP 1 - 0,3501,2431
AV-Site 2 ICP 1 - 0,2983,1426
ICC - Absentee By Mail - 67,5,13
ICC - Provisional - 1,18,5
