Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee By Mail - 1,11,13,0
ICC-Absentee By Mail - 7,10,4,0
ICC-Absentee By Mail - 8,12,17,1
ICC-Absentee By Mail - 6,5,9,0
ICC-Absentee By Mail - 5,6,11,1
ICC-Absentee By Mail - 4,11,13,0
ICC-Absentee By Mail - 2,14,11,0
ICC-Absentee By Mail - 3,13,12,0
ICC-Absentee By Mail - 9,11,1,0
ICC-Absentee By Mail - 10,5,1,0
AV-County Gvmt Annex ICP 1 - 0,1240,458,44
ED-Wrightsville ICP 1 - 0,304,156,15
ED-Bray ICP 1 - 0,179,36,5
ED-Kite ICP 1 - 0,324,22,9
ED-Smith ICP 1 - 0,274,21,5
ICC-Absentee By Mail - 11,2,0,0
