Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee by Mail - 1,15,33,1
ICC-Absentee by Mail - 2,24,26,0
ICC-Absentee by Mail - 3,22,28,0
ICC-Absentee by Mail - 4,8,41,0
ICC-Absentee by Mail - 5,16,33,0
ICC-Absentee by Mail - 9,20,16,1
ICC-Absentee by Mail - 10,1,3,0
ICC-Absentee by Mail - 11,5,8,0
ICC-Absentee by Mail - 6,23,27,0
ICC-Absentee by Mail - 7,17,33,0
ICC-Absentee by Mail - 8,21,29,0
ICC-Absentee by Mail - 12,21,26,1
ICC-Absentee by Mail - 13,13,11,0
ICC-Absentee by Mail - 14,2,1,0
ICC-Absentee by Mail - 15,5,10,0
ICC-Absentee by Mail - 16,24,26,1
ICC-Absentee by Mail - 17,0,2,0
AV-Elections Office  ICP 1 - 0,2557,953,94
AV-Elections Office  ICP 2 - 0,2636,868,117
ED-Burgays  ICP 1 - 0,687,80,35
ED-Brantleys  ICP 1 - 0,291,36,8
ED-Middlebrooks  ICP 1 - 0,277,36,9
ED-Cox  ICP 1 - 0,204,26,15
ED-Forsyth  ICP 1 - 0,167,159,7
ED-Forsyth  ICP 2 - 0,194,151,10
ED-Kelseys  ICP 1 - 0,165,66,5
ED-Proctors  ICP 1 - 0,297,75,33
ED-Culloden  ICP 1 - 0,131,55,6
ED-Cabaniss  ICP 1 - 0,215,42,15
ED-Evers  ICP 1 - 0,442,81,24
ED-Dillards  ICP 1 - 0,246,31,12
ED-High Falls  ICP 1 - 0,463,42,30
ED-Bentons  ICP 1 - 0,573,73,23
ED-Russellville  ICP 1 - 0,177,21,4
ICC-Provisional - 1,3,2,1
