Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee by Mail - 1,2,9,0
ICC-Absentee by Mail - 2,33,62,0
ICC-Absentee by Mail - 3,29,59,3
ICC-Absentee by Mail - 4,20,73,0
ICC-Absentee by Mail - 5,15,77,3
ICC-Absentee by Mail - 6,23,74,2
ICC-Absentee by Mail - 7,5,24,1
ICC-Absentee by Mail - 8,14,33,3
ICC-Absentee by Mail - 9,5,41,1
ICC-Absentee by Mail - 10,4,45,0
ICC-Absentee by Mail - 11,11,39,0
ICC-Absentee by Mail - 12,8,41,0
ICC-Absentee by Mail - 13,5,44,0
ICC-Absentee by Mail - 14,27,69,1
ICC-Absentee by Mail - 15,25,60,1
ICC-Absentee by Mail - 16,14,36,0
ICC-Absentee by Mail - 17,16,33,0
ICC-Absentee by Mail - 18,22,24,0
ICC-Absentee by Mail - 19,7,32,0
ICC-Absentee by Mail - 20,18,30,0
ICC-Absentee by Mail - 21,17,33,0
ICC-Absentee by Mail - 22,14,35,0
ICC-Absentee by Mail - 23,9,40,0
ICC-Absentee by Mail - 24,13,35,0
ICC-Absentee by Mail - 25,6,41,0
ICC-Absentee by Mail - 26,6,38,0
ICC-Absentee by Mail - 27,15,26,1
ICC-Absentee by Mail - 28,0,4,0
ICC-Absentee by Mail - 29,27,67,0
ICC-Absentee by Mail - 30,15,29,2
ICC-Absentee by Mail - 31,9,36,0
ICC-Absentee by Mail - 32,12,32,0
ICC-Absentee by Mail - 33,18,30,0
ICC-Absentee by Mail - 34,15,33,0
ICC-Absentee by Mail - 35,9,29,0
ICC-Absentee by Mail - 36,30,67,0
ICC-Absentee by Mail - 37,21,72,1
ICC-Absentee by Mail - 38,29,65,1
ICC-Absentee by Mail - 39,20,24,0
ICC-Absentee by Mail - 40,24,70,2
ICC-Absentee by Mail - 41,14,27,2
ICC-Absentee by Mail - 42,15,32,0
ICC-Absentee by Mail - 43,26,68,0
ICC-Absentee by Mail - 44,40,52,0
ICC-Absentee by Mail - 45,9,14,0
ICC-Absentee by Mail - 46,19,29,0
ICC-Absentee by Mail - 47,22,26,1
ICC-Absentee by Mail - 48,21,27,0
ICC-Absentee by Mail - 49,30,66,0
ICC-Absentee by Mail - 50,18,46,1
ICC-Absentee by Mail - 51,21,67,1
ICC-Absentee by Mail - 52,16,40,0
ICC-Absentee by Mail - 53,25,64,1
ICC-Absentee by Mail - 54,26,55,1
ICC-Absentee by Mail - 55,25,70,0
ICC-Absentee by Mail - 56,22,75,0
ICC-Absentee by Mail - 57,30,64,3
ICC-Absentee by Mail - 58,8,15,0
ICC-Absentee by Mail - 59,20,25,0
ICC-Absentee by Mail - 60,11,26,0
ICC-Absentee by Mail - 61,27,70,1
ICC-Absentee by Mail - 62,13,31,0
ICC-Absentee by Mail - 63,10,35,2
ICC-Absentee by Mail - 64,19,30,0
ICC-Absentee in Person - 1,122,166,3
ICC-Absentee in Person - 2,118,180,6
ICC-Absentee in Person - 3,139,119,2
ICC-Absentee in Person - 4,90,158,3
ICC-Absentee in Person - 5,132,150,6
ICC-Absentee in Person - 6,126,148,4
ICC-Absentee in Person - 7,93,121,5
ICC-Absentee in Person - 8,101,153,7
ICC-Absentee in Person - 9,140,153,7
ICC-Absentee in Person - 10,89,130,2
ICC-Absentee in Person - 11,70,10,5
AV-Elections and Registration ICP 3 - 0,1063,2209,55
AV-Locust Grove Library  ICP 1 - 0,4335,4034,184
AV-Elections and Registration  ICP 1 - 0,3574,6147,175
AV-JP Moseley Rec Center  ICP 1 - 0,1814,1715,90
AV-Elections and Registration  ICP 2 - 0,3506,6217,162
AV-Merle Manders Conf Center  ICP 1 - 0,2044,6040,120
AV-Merle Manders Conf Center  ICP 2 - 0,1995,6124,114
AV-Fairview Rec Center  ICP 1 - 0,765,2504,58
ICC-Absentee by Mail - 65,16,16,2
ICC-Absentee by Mail - 66,13,32,1
ICC-Absentee by Mail - 67,16,33,1
ICC-Absentee by Mail - 68,15,32,1
ICC-Absentee by Mail - 69,9,39,0
ICC-Absentee by Mail - 70,8,42,0
ICC-Absentee by Mail - 71,10,35,0
ICC-Absentee by Mail - 72,16,29,2
ICC-Absentee by Mail - 73,11,38,0
