Batch Name,Herschel Junior Walker (Rep),Raphael Warnock (I) (Dem)
ICC - Absentee By Mail - 1,34,15
ICC - Absentee By Mail - 2,30,20
ICC - Absentee By Mail - 3,33,17
ICC - Absentee By Mail - 4,27,23
ICC - Absentee By Mail - 5,29,21
ICC - Absentee By Mail - 6,27,23
ICC - Absentee By Mail - 7,30,19
ICC - Absentee By Mail - 8,26,24
ICC - Absentee By Mail - 9,30,20
ICC - Absentee By Mail - 10,27,23
ICC - Absentee By Mail - 11,25,25
ICC - Absentee By Mail - 12,25,25
ICC - Absentee By Mail - 13,28,22
ICC - Absentee By Mail - 14,28,22
ICC - Absentee By Mail - 15,21,29
ICC - Absentee By Mail - 16,31,19
ICC - Absentee By Mail - 17,29,23
ICC - Absentee By Mail - 18,34,16
ICC - Absentee By Mail - 19,25,25
ICC - Absentee By Mail - 20,26,23
ICC - Absentee By Mail - 21,24,26
ICC - Absentee By Mail - 22,25,25
ICC - Absentee By Mail - 23,26,23
ICC - Absentee By Mail - 24,28,22
ICC - Absentee By Mail - 25,26,23
ICC - Absentee By Mail - 26,36,14
ICC - Absentee By Mail - 27,27,23
ICC - Absentee By Mail - 28,25,25
ICC - Absentee By Mail - 29,34,16
ICC - Absentee By Mail - 30,30,20
ICC - Absentee By Mail - 31,31,19
ICC - Absentee By Mail - 32,14,18
ICC - Absentee By Mail - 33,12,18
ICC - Absentee By Mail - 34,8,19
AV-VR Office ICP 1 - 0,5068,2166
AV-Civic Center ICP 1 - 0,3929,1614
AV-Advance North ICP 1 - 0,1183,320
AV-VR Office ICP 2 - 0,311,90
AV-Advance South ICP 1 - 0,783,370
ICC - Absentee By Mail - 35,4,8
ED-Folsom ICP 1 - 0,442,50
ED-White ICP 1 - 0,809,129
ED-Cartersville East ICP 2 - 0,406,192
ED-Cartersville East ICP 1 - 0,438,159
ED-Mission Road ICP 1 - 0,716,156
ED-Center ICP 1 - 0,1001,162
ED-Kingston ICP 1 - 0,807,123
ED-Emerson ICP 1 - 0,735,154
ED-Zena Drive ICP 2 - 0,712,318
ED-Woodland ICP 1 - 0,362,79
ED-Hamilton Crossing ICP 2 - 0,1160,281
ED-Pine Log ICP 1 - 0,810,68
ED-Adairsville ICP 1 - 0,1282,245
ED-Euharlee ICP 1 - 0,1252,283
ED-Allatoona ICP 1 - 0,621,184
ED-Cassville ICP 1 - 0,323,98
ED-Cassville ICP 2 - 0,328,92
ED-Cartersville West ICP 1 - 0,666,205
ED-Cartersville West ICP 2 - 0,652,214
ED-Taylorsville ICP 1 - 0,1028,61
ICC - Absentee By Mail - 36,1,2
ICC - Provisional - 1,10,2
