Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail 1 - 1,30,18,1
ICC - Absentee By Mail 1 - 2,25,24,1
ICC - Absentee By Mail 1 - 3,25,23,0
ICC - Absentee By Mail 1 - 4,31,19,0
ICC - Absentee By Mail 1 - 5,27,23,0
ICC - Absentee By Mail 1 - 6,22,25,2
ICC - Absentee By Mail 1 - 7,26,24,0
ICC - Absentee By Mail 1 - 8,9,31,0
ICC - Absentee By Mail 1 - 9,18,30,2
ICC - Absentee By Mail 1 - 10,28,22,0
ICC - Absentee By Mail 1 - 11,23,22,2
ICC - Absentee By Mail 1 - 12,30,19,0
ICC - Absentee By Mail 1 - 13,19,28,1
ICC - Absentee By Mail 1 - 14,29,21,0
ICC - Absentee By Mail 1 - 15,23,26,1
ICC - Absentee By Mail 1 - 16,27,22,1
ICC - Absentee By Mail 1 - 17,27,22,0
ICC - Absentee By Mail 1 - 18,21,28,1
ICC - Absentee By Mail 1 - 19,23,23,1
ICC - Absentee By Mail 1 - 20,21,27,1
ICC - Absentee By Mail 1 - 21,22,27,1
ICC - Absentee By Mail 1 - 22,24,25,0
ICC - Absentee By Mail 1 - 23,28,19,2
ICC - Absentee By Mail 1 - 24,25,22,2
ICC - Absentee By Mail 1 - 25,21,29,0
ICC - Absentee By Mail 1 - 26,28,23,0
ICC - Absentee By Mail 1 - 27,20,30,0
ICC - Absentee By Mail 1 - 28,22,28,0
ICC - Absentee By Mail 1 - 29,15,32,0
ICC - Absentee By Mail 1 - 30,26,21,3
ICC - Absentee By Mail 1 - 31,20,28,0
ICC - Absentee By Mail 1 - 32,32,14,3
ICC - Absentee By Mail 1 - 33,20,26,1
ICC - Absentee By Mail 1 - 34,23,26,0
ICC - Absentee By Mail 1 - 35,18,29,1
ICC - Absentee By Mail 1 - 36,28,21,1
ICC - Absentee By Mail 1 - 37,30,18,1
ICC - Absentee By Mail 1 - 38,18,31,1
ICC - Absentee By Mail 1 - 39,29,21,0
ICC - Absentee By Mail 1 - 40,27,23,0
ICC - Absentee By Mail 1 - 41,23,26,0
ICC - Absentee By Mail 1 - 42,23,27,0
ICC - Absentee By Mail 1 - 43,22,27,1
ICC - Absentee By Mail 1 - 44,21,27,2
ICC - Absentee By Mail 1 - 45,22,25,4
ICC - Absentee By Mail 1 - 46,19,29,1
ICC - Absentee By Mail 1 - 47,28,18,3
ICC - Absentee By Mail 1 - 48,23,27,0
ICC - Absentee By Mail 1 - 49,31,17,2
ICC - Absentee By Mail 1 - 50,30,22,0
ICC - Absentee By Mail 1 - 51,21,29,0
ICC - Absentee By Mail 1 - 52,28,19,3
ICC - Absentee By Mail 1 - 53,19,29,2
ICC - Absentee By Mail 1 - 54,32,17,1
ICC - Absentee By Mail 1 - 55,16,34,0
ICC - Absentee By Mail 1 - 56,5,1,2
ICC - Absentee By Mail 1 - 57,24,26,0
ICC - Absentee By Mail 1 - 58,31,19,0
ICC - Absentee By Mail 1 - 59,24,25,0
ICC - Absentee By Mail 1 - 60,19,30,1
ICC - Absentee By Mail 1 - 61,25,24,0
ICC - Absentee By Mail 1 - 62,22,26,2
ICC - Absentee By Mail 1 - 63,19,30,1
