Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail - 1,27,23,0
ICC - Absentee By Mail - 2,20,11,2
ICC - Absentee By Mail - 3,27,23,0
ICC - Absentee By Mail - 4,23,25,2
ICC - Absentee By Mail - 5,33,16,1
ICC - Absentee By Mail - 6,26,22,0
ICC - Absentee By Mail - 7,32,15,3
ICC - Absentee By Mail - 8,35,13,1
ICC - Absentee By Mail - 9,28,21,0
ICC - Absentee By Mail - 10,27,22,1
ICC - Absentee By Mail - 11,0,1,0
ICC - Absentee By Mail - 12,26,18,5
ICC - Absentee By Mail - 13,24,23,1
ICC - Absentee By Mail - 14,27,22,1
ICC - Absentee By Mail - 15,31,18,1
ICC - Absentee By Mail - 16,32,17,1
ICC - Absentee By Mail - 17,28,20,1
ICC - Absentee By Mail - 18,34,14,1
ICC - Absentee By Mail - 19,20,27,1
ICC - Absentee By Mail - 20,28,22,0
ICC - Absentee By Mail - 21,32,12,0
ICC - Absentee By Mail - 22,25,23,1
ICC - Absentee By Mail - 23,32,15,2
ICC - Absentee By Mail - 24,33,14,3
ICC - Absentee By Mail - 25,30,19,0
ICC - Absentee By Mail - 26,27,20,2
ICC - Absentee By Mail - 27,36,13,1
ICC - Absentee By Mail - 28,31,15,3
ICC - Absentee By Mail - 29,35,12,3
ICC - Absentee By Mail - 30,38,9,2
ICC - Absentee By Mail - 31,27,22,1
ICC - Absentee By Mail - 32,28,21,1
ICC - Absentee By Mail - 33,25,25,0
ICC - Absentee By Mail - 34,24,21,4
ICC - Absentee By Mail - 35,31,17,1
ICC - Absentee By Mail - 36,38,11,1
ICC - Absentee By Mail - 37,35,14,0
ICC - Absentee By Mail - 38,28,21,1
ICC - Absentee By Mail - 39,20,9,0
ICC - Absentee By Mail - 40,30,20,0
ICC - Absentee By Mail - 41,9,16,0
ICC - Absentee By Mail - 42,8,7,0
ICC - Absentee By Mail - 43,1,1,0
ED-Folsom ICP 1 - 0,460,38,19
ED-Zena Drive ICP 2 - 0,362,126,24
ED-Zena Drive ICP 1 - 0,332,120,23
ED-Woodland ICP 1 - 0,361,56,25
ED-Mission Road ICP 1 - 0,643,138,36
ED-Cartersville East ICP 2 - 0,408,127,34
ED-Cartersville East ICP 1 - 0,389,160,23
AV-Civic Center ICP 1 - 0,5816,1766,229
AV-Advance North ICP 1 - 0,1360,295,56
AV-VR Office ICP 1 - 0,6706,2002,364
AV-Advance South ICP 1 - 0,727,260,47
AV-VR Office ICP 2 - 0,502,208,22
ICC - Absentee By Mail - 44,4,1,0
ED-Pine Log ICP 1 - 0,752,49,44
ED-Center ICP 1 - 0,940,117,64
ED-Emerson ICP 1 - 0,678,117,48
ED-White ICP 1 - 0,751,100,53
ED-Hamilton Crossing ICP 2 - 0,630,125,32
ED-Hamilton Crossing ICP 1 - 0,427,92,24
ED-Kingston ICP 1 - 0,754,116,49
ED-Euharlee ICP 1 - 0,615,120,32
ED-Euharlee ICP 2 - 0,585,123,31
ED-Cassville ICP 2 - 0,316,88,28
ED-Cassville ICP 1 - 0,260,55,28
ED-Allatoona ICP 1 - 0,401,85,31
ED-Allatoona ICP 2 - 0,266,68,22
ED-Taylorsville ICP 1 - 0,1012,64,46
ED-Adairsville ICP 1 - 0,511,84,28
ED-Adairsville ICP 2 - 0,796,124,48
ED-Cartersville West ICP 1 - 0,516,148,38
ED-Cartersville West ICP 2 - 0,592,171,40
ICC - Provisional - 1,25,5,0
ICC - Absentee By Mail - 45,1,3,0
ICC - Absentee By Mail - 46,1,2,0
