Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee by Mail - 1,25
Absentee by Mail,ICC-Absentee by Mail - 2,25
Absentee by Mail,ICC-Absentee by Mail - 3,25
Absentee by Mail,ICC-Absentee by Mail - 4,25
Absentee by Mail,ICC-Absentee by Mail - 5,25
Absentee by Mail,ICC-Absentee by Mail - 6,25
Absentee by Mail,ICC-Absentee by Mail - 7,25
Absentee by Mail,ICC-Absentee by Mail - 8,25
Absentee by Mail,ICC-Absentee by Mail - 9,25
Absentee by Mail,ICC-Absentee by Mail - 10,25
Absentee by Mail,ICC-Absentee by Mail - 11,25
Absentee by Mail,ICC-Absentee by Mail - 12,25
Absentee by Mail,ICC-Absentee by Mail - 13,25
Absentee by Mail,ICC-Absentee by Mail - 14,25
Absentee by Mail,ICC-Absentee by Mail - 15,25
Absentee by Mail,ICC-Absentee by Mail - 16,25
Absentee by Mail,ICC-Absentee by Mail - 17,25
Absentee by Mail,ICC-Absentee by Mail - 18,25
Absentee by Mail,ICC-Absentee by Mail - 19,25
Absentee by Mail,ICC-Absentee by Mail - 20,25
Absentee by Mail,ICC-Absentee by Mail - 21,25
Absentee by Mail,ICC-Absentee by Mail - 22,25
Absentee by Mail,ICC-Absentee by Mail - 23,25
Absentee by Mail,ICC-Absentee by Mail - 24,25
Absentee by Mail,ICC-Absentee by Mail - 25,25
Absentee by Mail,ICC-Absentee by Mail - 26,25
Absentee by Mail,ICC-Absentee by Mail - 27,8
Absentee by Mail,ICC-Absentee by Mail - 28,24
Absentee by Mail,ICC-Absentee by Mail - 29,25
Advance Voting,AV-Elections Office ICP 1 - 0,2690
Advance Voting,AV-Elections Office ICP 2 - 0,1998
Absentee by Mail,ICC-Absentee by Mail - 30,14
Election Day,ED-Rabun County ICP 1 - 0,549
Election Day,ED-Rabun County ICP 2 - 0,538
Election Day,ED-Rabun County ICP 3 - 0,956
Absentee by Mail,ICC-Absentee by Mail - 31,1
