Container,Batch Name,Number of Ballots
Absentee by Mail,ICC-Absentee By Mail 3 - 1,99
Absentee by Mail,ICC-Absentee By Mail 7 - 1,94
Absentee by Mail,ICC-Absentee By Mail 3 - 2,105
Absentee by Mail,ICC-Absentee By Mail 7 - 2,99
Absentee by Mail,ICC-Absentee By Mail 3 - 3,91
Absentee by Mail,ICC-Absentee By Mail 7 - 3,99
Absentee by Mail,ICC-Absentee By Mail 3 - 4,121
Absentee by Mail,ICC-Absentee By Mail 7 - 4,87
Absentee by Mail,ICC-Absentee By Mail 3 - 5,98
Absentee by Mail,ICC-Absentee By Mail 7 - 5,99
Absentee by Mail,ICC-Absentee By Mail 3 - 6,92
Absentee by Mail,ICC-Absentee By Mail 7 - 6,100
Absentee by Mail,ICC-Absentee By Mail 3 - 7,100
Absentee by Mail,ICC-Absentee By Mail 3 - 8,100
Absentee by Mail,ICC-Absentee By Mail 7 - 7,97
Absentee by Mail,ICC-Absentee By Mail 7 - 8,100
Absentee by Mail,ICC-Absentee By Mail 3 - 9,98
Absentee by Mail,ICC-Absentee By Mail 3 - 10,99
Absentee by Mail,ICC-Absentee By Mail 3 - 11,100
Absentee by Mail,ICC-Absentee By Mail 3 - 12,100
Absentee by Mail,ICC-Absentee By Mail 3 - 13,99
Absentee by Mail,ICC-Absentee By Mail 3 - 14,100
Absentee by Mail,ICC-Absentee By Mail 3 - 15,83
Absentee by Mail,ICC-Absentee By Mail 7 - 9,100
Absentee by Mail,ICC-Absentee By Mail 7 - 10,109
Absentee by Mail,ICC-Absentee By Mail 7 - 11,100
Absentee by Mail,ICC-Absentee By Mail 7 - 12,90
Absentee by Mail,ICC-Absentee By Mail 7 - 13,98
Absentee by Mail,ICC-Absentee By Mail 7 - 14,98
Absentee by Mail,ICC-Absentee By Mail 7 - 15,79
Absentee by Mail,ICC-Absentee By Mail 3 - 16,92
Absentee by Mail,ICC-Absentee By Mail 7 - 16,100
Absentee by Mail,ICC-Absentee By Mail 3 - 17,99
Absentee by Mail,ICC-Absentee By Mail 7 - 17,102
Absentee by Mail,ICC-Absentee By Mail 3 - 18,101
Absentee by Mail,ICC-Absentee By Mail 7 - 18,98
Absentee by Mail,ICC-Absentee By Mail 3 - 19,68
Absentee by Mail,ICC-Absentee By Mail 7 - 19,109
Absentee by Mail,ICC-Absentee By Mail 3 - 20,90
Absentee by Mail,ICC-Absentee By Mail 7 - 20,76
Absentee by Mail,ICC-Absentee By Mail 7 - 21,92
Absentee by Mail,ICC-Absentee By Mail 3 - 21,78
Absentee by Mail,ICC-Absentee By Mail 7 - 22,99
Absentee by Mail,ICC-Absentee By Mail 3 - 22,79
Absentee by Mail,ICC-Absentee By Mail 7 - 23,95
Absentee by Mail,ICC-Absentee By Mail 7 - 24,117
Absentee by Mail,ICC-Absentee By Mail 3 - 23,86
Absentee by Mail,ICC-Absentee By Mail 7 - 25,91
