Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee By Mail - 1,42,41,1
ICC-Absentee By Mail - 2,51,42,3
ICC-Absentee By Mail - 3,37,62,1
ICC-Absentee By Mail - 4,32,23,2
ICC-Absentee By Mail - 5,25,25,2
ICC-Absentee By Mail - 6,21,26,2
ICC-Absentee By Mail - 7,24,24,2
ICC-Absentee By Mail - 8,18,28,1
ICC-Absentee By Mail - 9,27,23,0
ICC-Absentee By Mail - 10,10,20,0
ICC-Absentee By Mail - 11,13,19,3
ICC-Absentee By Mail - 12,3,7,0
ICC-Absentee By Mail - 13,1,3,1
ICC-Absentee By Mail - 14,1,0,0
ICC-Absentee By Mail - 15,1,1,0
ICC-Provisional - 1,0,2,0
AV-Harn Comm Ctr ICP 1 - 0,1595,462,49
AV-Richmond Hill Recreation ICP 2 - 0,2965,1216,145
AV-Richmond Hill Recreation ICP 1 - 0,2974,1196,132
ED-Harn Comm Ctr ICP 1 - 0,298,104,14
ED-Black Creek ICP 1 - 0,319,73,9
ED-Christ Baptist Church ICP 1 - 0,603,101,24
ED-First Baptist Church ICP 1 - 0,425,179,23
ED-RH Rec Complex ICP 1 - 0,247,147,24
ED-John Stevens Wetland Ctr ICP 1 - 0,348,62,15
ED-New Life ICP 1 - 0,620,138,31
ED-New Beginnings ICP 1 - 0,470,77,22
ED-Bryan Co Admin Bldg ICP 1 - 0,414,186,38
ED-Danielsiding ICP 1 - 0,340,74,18
