Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC-Absentee by Mail - 1,15,29,0
ICC-Absentee by Mail - 2,24,21,0
ICC-Absentee by Mail - 3,20,27,0
ICC-Absentee by Mail - 4,19,25,2
ICC-Absentee by Mail - 5,15,32,0
ICC-Absentee by Mail - 6,26,24,0
ICC-Absentee by Mail - 7,13,31,0
ICC-Absentee by Mail - 8,16,28,0
ICC-Absentee by Mail - 9,13,35,0
ICC-Absentee by Mail - 10,18,27,1
ICC-Absentee by Mail - 11,12,30,3
ICC-Absentee by Mail - 12,5,6,0
ICC-Absentee by Mail - 13,1,1,0
ICC-Absentee by Mail - 14,6,15,1
ICC-Absentee by Mail - 15,0,1,0
ICC-Absentee by Mail - 16,0,10,0
ICC-Absentee by Mail - 17,1,2,2
ICC-Absentee by Mail - 18,0,2,0
ICC-Absentee by Mail - 19,0,1,0
AV-Elections Office ICP 1 - 0,2260,1274,121
ED-Raleigh ICP 1 - 0,130,13,3
ED-Cove ICP 1 - 0,99,5,4
ED-Third-Durand ICP 1 - 0,171,54,9
ED-Lower 9th-Woodbury ICP 1 - 0,222,192,8
ED-8th-Greenville ICP 1 - 0,209,117,17
ED-Luthersville ICP 1 - 0,491,202,25
ED-Upper 9th-Alvaton ICP 1 - 0,405,144,17
ED-7th-Odessadale ICP 1 - 0,68,33,3
ED-Middle 9th-Gay ICP 1 - 0,137,24,5
ED-2nd-Warm Springs ICP 1 - 0,266,98,14
ED-Gill I ICP 1 - 0,328,152,19
ED-Chalybeate ICP 1 - 0,181,13,7
ED-Lone Oak ICP 1 - 0,256,117,15
ED-Gill II ICP 1 - 0,57,186,4
ICC-Absentee by Mail - 20,1,1,0
ICC-Provisional - 1,2,1,0
