Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
AV-Elections Office ICP 2 - 0,1577,446,63
AV-Elections Office ICP 1 - 0,2728,1002,112
ICC-Absentee by Mail - 1,26,25,2
ICC-Absentee by Mail - 2,40,60,2
ICC-Absentee by Mail - 3,50,36,0
ICC-Absentee by Mail - 4,43,41,0
ICC-Absentee by Mail - 5,26,37,0
ICC-Absentee by Mail - 6,38,26,0
ED-DFACS ICP 1 - 0,504,83,26
ED-Rec Dept ICP 1 - 0,178,230,5
ED-Buckhead ICP 1 - 0,789,125,35
ED-Gibbs ICP 1 - 0,765,110,43
ICC-Absentee by Mail - 7,2,4,0
ED-Centennial ICP 1 - 0,786,101,37
ICC-Provisional - 1,7,1,0
ICC-Absentee by Mail - 8,0,3,0
