Container,Batch Name,Number of Ballots
Absentee by Mail,Absentee By Mail ICC - 1,60
Absentee by Mail,Absentee By Mail ICC - 2,60
Absentee by Mail,Absentee By Mail ICC - 3,60
Absentee by Mail,Absentee By Mail ICC - 4,60
Absentee by Mail,Absentee By Mail ICC - 5,60
Absentee by Mail,Absentee By Mail ICC - 6,60
Absentee by Mail,Absentee By Mail ICC - 7,60
Absentee by Mail,Absentee By Mail ICC - 8,60
Absentee by Mail,Absentee By Mail ICC - 9,63
Absentee by Mail,Absentee By Mail ICC - 10,3
Advance Voting,AV-Elections Office ICP 1 - 0,2922
Election Day,ED-Camilla South ICP 1 - 0,496
Election Day,ED-Camilla North ICP 1 - 0,286
Election Day,ED-Pelham ICP 1 - 0,678
Election Day,ED-Lester ICP 1 - 0,386
Election Day,ED-Hinsonton ICP 1 - 0,81
Election Day,ED-Branchville ICP 1 - 0,235
Election Day,ED-Cotton ICP 1 - 0,184
Election Day,ED-Hopeful ICP 1 - 0,132
Election Day,ED-Pebble City ICP 1 - 0,76
Election Day,ED-Baconton ICP 1 - 0,337
Election Day,ED-Sale City ICP 1 - 0,159
Absentee by Mail,Absentee By Mail ICC - 11,1
