Batch Name,Brad Raffensperger (I) (Rep),Bee Nguyen (Dem),Ted Metz (Lib)
ICC - Absentee By Mail - 1,6,11,0
ICC - Absentee By Mail - 2,25,24,0
ICC - Absentee By Mail - 3,18,30,2
ICC - Absentee By Mail - 4,23,26,1
ICC - Absentee By Mail - 5,21,11,1
ICC - Absentee By Mail - 6,14,25,0
ICC - Absentee By Mail - 7,16,32,1
ICC - Absentee By Mail - 8,22,28,0
ICC - Absentee By Mail - 9,30,30,0
ICC - Absentee By Mail - 10,20,28,2
ICC - Absentee By Mail - 11,32,18,2
ICC - Absentee By Mail - 12,26,23,1
ICC - Absentee By Mail - 13,29,21,1
ICC - Absentee By Mail - 14,7,4,0
ICC - Absentee By Mail - 15,25,25,0
ICC - Absentee By Mail - 16,25,21,1
ICC - Absentee By Mail - 17,20,28,2
ICC - Absentee By Mail - 18,34,30,1
ICC - Absentee By Mail - 19,16,11,0
ICC - Absentee By Mail - 20,31,19,0
ICC - Absentee By Mail - 21,26,24,0
ICC - Absentee By Mail - 22,21,25,4
ICC - Absentee By Mail - 23,7,13,0
ICC - Absentee By Mail - 24,26,21,3
ICC - Absentee By Mail - 25,9,7,0
ICC - Absentee By Mail - 26,4,4,0
ICC - Absentee By Mail - 27,27,22,1
ICC - Absentee By Mail - 28,29,21,0
ICC - Absentee By Mail - 29,24,21,0
ICC - Absentee By Mail - 30,14,24,1
ICC - Absentee By Mail - 31,9,15,0
ICC - Absentee By Mail - 32,23,24,2
ICC - Absentee By Mail - 33,22,24,1
ICC - Absentee By Mail - 34,22,27,1
ICC - Absentee By Mail - 35,12,16,0
ICC - Absentee By Mail - 36,19,27,3
ICC - Absentee By Mail - 37,19,8,0
ICC - Absentee By Mail - 38,8,12,2
ICC - Absentee By Mail - 39,17,14,0
ED-Kansas ICP 1 - 0,487,23,14
ED-Bethany ICP 1 - 0,132,49,7
ED-Bethany ICP 2 - 0,385,152,32
AV-Elections Office ICP 3 - 0,3984,1667,186
AV-Elections Office ICP 2 - 0,4047,1621,192
AV-Elections Office ICP 1 - 0,3976,1684,187
AV-Powell Park Art Center ICP2 - 0,1327,620,64
AV-Powell Park Art Center ICP1 - 0,1374,611,49
ED-V R County South-Civic Center ICP 1 - 0,457,80,19
ED-Temple City ICP 2 - 0,253,111,15
ED-Temple City ICP 1 - 0,464,168,27
ED-Neva Lomason Library-County Admin Bldg ICP 1 - 0,278,106,18
ED-Center Point ICP 1 - 0,599,46,37
ED-Oak Grove ICP 1 - 0,449,51,15
ED-Mt Zion ICP 1 - 0,768,80,29
ED-Hulett-Mars Hill ICP 2 - 0,260,38,9
ED-Hulett-Mars Hill ICP 1 - 0,414,57,23
ED-Bowdon ICP 2 - 0,303,73,19
ED-Bowdon ICP 1 - 0,507,79,20
ED-Tyus ICP 1 - 0,715,41,30
ED-Burwell-Shilo Methodist ICP 1 - 0,448,62,23
ED-Burson Center ICP 1 - 0,189,72,8
ED-Lakeshore Rec Center ICP 1 - 0,157,79,11
ED-Tabernacle Church ICP 1 - 0,225,95,17
ED-Bowdon Junction-Mount Holly ICP 1 - 0,356,56,9
ED-Bonner ICP 1 - 0,311,138,22
ED-Bonner ICP 2 - 0,101,72,5
ED-West Carrollton ICP 2 - 0,107,148,15
ED-West Carrollton ICP 1 - 0,100,151,8
ED-Whitesburg ICP 2 - 0,243,31,17
ED-Whitesburg ICP 1 - 0,422,46,17
ED-Fairfield ICP 2 - 0,676,120,29
ED-Fairfield ICP 1 - 0,420,79,21
ED-Sandhill-Midway ICP 2 - 0,366,82,20
ED-Sandhill-Midway ICP 1 - 0,381,82,23
ED-Clem ICP 2 - 0,435,86,19
ED-Clem ICP 1 - 0,327,57,15
ED-Old Camp Church ICP 2 - 0,259,42,12
ED-Old Camp Church ICP 1 - 0,257,45,14
ED-V R County North-Gold Dust Park ICP 2 - 0,175,69,12
ED-V R County North-Gold Dust Park ICP 1 - 0,560,205,34
ED-Roopville ICP 2 - 0,591,58,17
ED-Roopville ICP 1 - 0,357,27,12
ED-University of W GA ICP 2 - 0,127,64,2
ED-University of W GA ICP 1 - 0,82,60,7
ED-V R City-Powell Park ICP 2 - 0,282,275,25
ED-V R City-Powell Park ICP 1 - 0,248,228,28
ED-Temple County ICP 2 - 0,394,63,31
ED-Temple County ICP 1 - 0,403,66,25
ICC - Provisional - 1,4,5,2
ICC - Absentee By Mail - 40,1,0,0
